Unnamed: 0,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
2230530,Q83410,Cary_Grant,Male,Europe,Western Europe,Culture,Culture-core,actor,11547543,467.0,57
579172,Q192062,Bartolomé_Esteban_Murillo,Male,Europe,Southern Europe,Culture,Culture-core,painter,2048478,1734.0,63
1188200,Q34460,Gwyneth_Paltrow,Female,America,Northern America,Culture,Culture-core,actor,8952103,487.0,56
861393,Q255,Ludwig_van_Beethoven,Male,Europe,Western Europe,Culture,Culture-core,composer,32052194,17.0,114
1209428,Q35548,Paul_Cézanne,Male,Europe,Western Europe,Culture,Culture-core,painter,5598947,369.0,89
1014006,Q29250,Bill_Murray,Male,America,Northern America,Culture,Culture-core,screenwriter,15588372,551.0,53
2281985,Q9711,Honoré_de_Balzac,Male,Europe,Western Europe,Culture,Culture-core,novelist,7095900,234.0,102
1607523,Q53001,Jean-Luc_Godard,Male,Europe,Western Europe,Culture,Culture-core,film,4589739,731.0,69
1673002,Q55245,Laurence_Olivier,Male,Europe,Western Europe,Culture,Culture-core,actor,6079379,493.0,75
2291069,Q9960,Ronald_Reagan,Male,America,Northern America,Culture,Culture-core,actor,37631824,20.0,81
2066475,Q7243,Leo_Tolstoy,Male,Europe,Eastern Europe,Culture,Culture-core,writer,16154057,92.0,100
1257947,Q37571,Jackson_Pollock,Male,America,Northern America,Culture,Culture-core,painter,7232313,516.0,67
1463161,Q483118,Ben_Affleck,Male,America,Northern America,Culture,Culture-core,actor,32546694,404.5,47
127544,Q12881,Paulo_Coelho,Male,America,South America,Culture,Culture-core,writer,8426778,557.0,61
249929,Q155700,Chris_Brown,Male,America,Northern America,Culture,Culture-core,actor,16246388,608.0,50
1313032,Q40026,Sylvester_Stallone,Male,America,Northern America,Culture,Culture-core,actor,55005928,250.0,53
779469,Q23215,Adele,Female,Europe,Western Europe,Culture,Culture-core,singer,40407504,160.0,57
1319422,Q40640,Ray_Bradbury,Male,America,Northern America,Culture,Culture-core,screenwriter,5525566,642.0,70
1399699,Q46739,Octavio_Paz,Male,America,Central America,Culture,Culture-core,poet,2991688,1119.0,73
137521,Q131725,Joan_Baez,Female,America,Northern America,Culture,Culture-core,singer,6290336,607.0,58
1354730,Q43347,Rumi,Male,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,poet,9040423,423.0,62
217020,Q1512,Robert_Louis_Stevenson,Male,Europe,Western Europe,Culture,Culture-core,poet,5775745,458.0,110
2251626,Q905,Franz_Kafka,Male,Europe,Western Europe,Culture,Culture-core,novelist,16159249,53.0,101
1342303,Q42511,H._G._Wells,Male,Europe,Western Europe,Culture,Culture-core,writer,6543175,317.5,84
2230214,Q83309,Johann_Strauss_II,Male,Europe,Western Europe,Culture,Culture-core,composer,3438814,794.0,72
850928,Q25089,Woody_Allen,Male,America,Northern America,Culture,Culture-core,film,20565612,82.5,91
145017,Q1339,Johann_Sebastian_Bach,Male,Europe,Western Europe,Culture,Culture-core,composer,18185908,44.0,91
1412716,Q47087,Arthur_C._Clarke,Male,Europe,Western Europe,Culture,Culture-core,screenwriter,3991543,901.0,61
2230915,Q835,Mikhail_Bulgakov,Male,Europe,Eastern Europe,Culture,Culture-core,novelist,4932654,797.0,68
146272,Q134180,Truman_Capote,Male,America,Northern America,Culture,Culture-core,screenwriter,7186642,711.5,80
105126,Q123351,Michael_Caine,Male,Europe,Western Europe,Culture,Culture-core,actor,13206836,511.0,48
1211330,Q35610,Arthur_Conan_Doyle,Male,Europe,Western Europe,Culture,Culture-core,writer,9714199,265.0,90
1301656,Q39212,John_Steinbeck,Male,America,Northern America,Culture,Culture-core,writer,6073543,438.0,76
2264901,Q93343,Percy_Bysshe_Shelley,Male,Europe,Western Europe,Culture,Culture-core,poet,4232527,697.0,86
518749,Q181568,Ivan_Aivazovsky,Male,Europe,Eastern Europe,Culture,Culture-core,painter,2372606,1841.0,44
2240770,Q882,Charlie_Chaplin,Male,Europe,Western Europe,Culture,Culture-core,film,30305712,23.0,92
1798325,Q5928,Jimi_Hendrix,Male,America,Northern America,Culture,Culture-core,singer,21805878,106.0,69
95946,Q121507,Alicia_Keys,Female,America,Northern America,Culture,Culture-core,actor,14238101,312.0,56
118679,Q1268,Frédéric_Chopin,Male,Europe,Eastern Europe,Culture,Culture-core,composer,14326800,57.0,98
1829549,Q6060,50_Cent,Male,America,Northern America,Culture,Culture-core,actor,19560162,259.0,56
1282096,Q38392,William_Faulkner,Male,America,Northern America,Culture,Culture-core,screenwriter,4875190,580.0,79
1964159,Q6691,Homer,Male,Europe,Southern Europe,Culture,Culture-core,poet,11956010,208.5,85
1336999,Q42229,Mel_Gibson,Male,America,Northern America,Culture,Culture-core,film,25170756,571.5,42
1712986,Q5598,Rembrandt,Male,Europe,Western Europe,Culture,Culture-core,painter,9167747,153.0,103
2252657,Q9068,Voltaire,Male,Europe,Western Europe,Culture,Culture-core,writer,16594192,51.0,104
1521338,Q504,Émile_Zola,Male,Europe,Western Europe,Culture,Culture-core,novelist,7460465,254.0,106
1321884,Q40909,Virginia_Woolf,Female,Europe,Western Europe,Culture,Culture-core,novelist,13308669,125.0,90
1366427,Q44063,Reese_Witherspoon,Female,America,Northern America,Culture,Culture-core,actor,22611066,323.5,54
1052293,Q303,Elvis_Presley,Male,America,Northern America,Culture,Culture-core,actor,46304640,10.0,97
2253824,Q909,Jorge_Luis_Borges,Male,America,South America,Culture,Culture-core,writer,7783319,204.5,84
757192,Q2263,Tom_Hanks,Male,America,Northern America,Culture,Culture-core,actor,17146252,188.0,69
616407,Q19848,Lady_Gaga,Female,America,Northern America,Culture,Culture-core,singer,43217868,58.0,64
1369538,Q44301,Jim_Morrison,Male,America,Northern America,Culture,Culture-core,singer,15164692,293.0,51
1390802,Q46096,Felix_Mendelssohn,Male,Europe,Western Europe,Culture,Culture-core,composer,4322132,503.0,89
536748,Q18391,Elie_Wiesel,Male,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,writer,4287228,939.0,58
1958443,Q66075,Niccolò_Paganini,Male,Europe,Southern Europe,Culture,Culture-core,composer,5667755,632.0,66
1479880,Q49001,Whoopi_Goldberg,Female,America,Northern America,Culture,Culture-core,actor,12179808,666.0,45
1465912,Q485298,Gillian_Anderson,Female,America,Northern America,Culture,Culture-core,actor,12666889,728.0,52
3011,Q102272,Jan_van_Eyck,Male,Europe,Western Europe,Culture,Culture-core,painter,2360535,1353.0,74
1393217,Q46408,Georgia_O'Keeffe,Female,America,Northern America,Culture,Culture-core,painter,3389305,1140.0,72
1387362,Q45765,Jack_London,Male,America,Northern America,Culture,Culture-core,writer,6958804,352.0,78
1463725,Q48337,Morgan_Freeman,Male,America,Northern America,Culture,Culture-core,film,25726132,476.0,48
1365961,Q44032,Egon_Schiele,Male,Europe,Western Europe,Culture,Culture-core,painter,3860142,1308.0,72
1177736,Q34086,Justin_Bieber,Male,America,Northern America,Culture,Culture-core,singer,54860564,127.0,58
1747348,Q5686,Charles_Dickens,Male,Europe,Western Europe,Culture,Culture-core,writer,16847468,54.0,107
25525,Q103949,Buster_Keaton,Male,America,Northern America,Culture,Culture-core,film,4666744,746.5,63
37051,Q106508,Gérard_Depardieu,Male,Europe,Western Europe,Culture,Culture-core,actor,8769646,679.0,50
43745,Q108366,Gregory_Peck,Male,America,Northern America,Culture,Culture-core,actor,8849409,743.0,54
1324197,Q41163,Al_Pacino,Male,America,Northern America,Culture,Culture-core,film,25492572,323.5,50
1246475,Q37150,Lana_Del_Rey,Female,America,Northern America,Culture,Culture-core,singer,19418480,687.0,41
141480,Q133151,Ozzy_Osbourne,Male,Europe,Western Europe,Culture,Culture-core,singer,16600605,460.0,53
2062776,Q7198,Ovid,Male,Europe,Southern Europe,Culture,Culture-core,poet,4113473,814.5,67
706731,Q212015,Johnny_Hallyday,Male,Europe,Western Europe,Culture,Culture-core,singer,10719654,602.5,58
1713610,Q56016,Katharine_Hepburn,Female,America,Northern America,Culture,Culture-core,actor,12600853,193.5,65
554916,Q187019,Philip_Roth,Male,America,Northern America,Culture,Culture-core,writer,4164208,768.0,77
1009757,Q2908,Antoine_de_Saint-Exupéry,Male,Europe,Western Europe,Culture,Culture-core,writer,8190600,376.0,76
1623623,Q535,Victor_Hugo,Male,Europe,Western Europe,Culture,Culture-core,poet,16768493,47.0,129
2136104,Q7542,Prince_(musician),Male,America,Northern America,Culture,Culture-core,actor,46583648,117.0,68
487427,Q1744,Madonna_(entertainer),Female,America,Northern America,Culture,Culture-core,singer,33911644,32.0,95
2264635,Q93284,Marc_Chagall,Male,Europe,Eastern Europe,Culture,Culture-core,painter,5415319,601.0,93
1370452,Q44403,Heinrich_Heine,Male,Europe,Western Europe,Culture,Culture-core,poet,3280540,701.0,88
1336543,Q42207,Caravaggio,Male,Europe,Southern Europe,Culture,Culture-core,painter,8250219,236.0,80
248196,Q155407,Jean-Michel_Basquiat,Male,America,Northern America,Culture,Culture-core,painter,8654964,1227.0,60
388766,Q165219,Robert_Downey_Jr.,Male,America,Northern America,Culture,Culture-core,actor,28017218,540.0,43
2222334,Q81328,Harrison_Ford,Male,America,Northern America,Culture,Culture-core,actor,31099748,302.0,51
2075415,Q7294,Johannes_Brahms,Male,Europe,Western Europe,Culture,Culture-core,composer,5062223,457.0,87
1195725,Q349391,Helen_Mirren,Female,Europe,Western Europe,Culture,Culture-core,actor,12099191,489.0,50
458339,Q171091,Philip_K._Dick,Male,America,Northern America,Culture,Culture-core,novelist,7502698,579.0,62
1392792,Q4636,Barbra_Streisand,Female,America,Northern America,Culture,Culture-core,actor,15089431,210.0,67
1152949,Q332032,Alice_Cooper,Male,America,Northern America,Culture,Culture-core,singer,8569786,861.0,43
804003,Q23844,George_Clooney,Male,America,Northern America,Culture,Culture-core,film,25163792,235.0,60
1254078,Q37459,Nicole_Kidman,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,28737372,199.0,55
1514386,Q501,Charles_Baudelaire,Male,Europe,Western Europe,Culture,Culture-core,poet,7311428,401.0,96
648555,Q202765,Kate_Winslet,Female,Europe,Western Europe,Culture,Culture-core,actor,25842132,321.0,48
1321902,Q40912,Frank_Sinatra,Male,America,Northern America,Culture,Culture-core,actor,27605594,82.5,80
119438,Q12706,Maxim_Gorky,Male,Europe,Eastern Europe,Culture,Culture-core,writer,5867596,828.0,80
1346345,Q42786,Audrey_Hepburn,Female,Europe,Western Europe,Culture,Culture-core,actor,30709368,158.5,65
1319116,Q40599,Édouard_Manet,Male,Europe,Western Europe,Culture,Culture-core,painter,4438123,510.0,91
137156,Q131545,Harry_Houdini,Male,America,Northern America,Culture,Culture-core,actor,11527812,708.0,53
887719,Q2632,Ringo_Starr,Male,Europe,Western Europe,Culture,Culture-core,actor,14092724,195.0,64
1718393,Q56094,Francis_Ford_Coppola,Male,America,Northern America,Culture,Culture-core,screenwriter,9796625,341.5,62
1558247,Q51552,Roman_Polanski,Male,Europe,Eastern Europe,Culture,Culture-core,film,15810053,272.0,59
137709,Q131814,Tina_Turner,Female,America,Northern America,Culture,Culture-core,singer,18530832,390.0,54
1188426,Q34474,Aleksandr_Solzhenitsyn,Male,Europe,Eastern Europe,Culture,Culture-core,writer,5825931,517.0,60
2222525,Q81520,Pierce_Brosnan,Male,Europe,Western Europe,Culture,Culture-core,actor,19104608,630.0,50
515096,Q180861,Roger_Waters,Male,Europe,Western Europe,Culture,Culture-core,composer,8596434,668.0,60
1462697,Q482907,Bryan_Adams,Male,America,Northern America,Culture,Culture-core,singer,8199835,545.0,54
1352482,Q43203,Clint_Eastwood,Male,America,Northern America,Culture,Culture-core,actor,37866456,138.0,57
1958102,Q65932,Anthony_Hopkins,Male,Europe,Western Europe,Culture,Culture-core,film,17601660,365.0,53
278003,Q15869,Freddie_Mercury,Male,Europe,Western Europe,Culture,Culture-core,singer,80061168,177.0,53
2005,Q101638,Mary_Wollstonecraft,Female,Europe,Western Europe,Culture,Culture-core,writer,2690424,996.0,64
1709644,Q5589,Henri_Matisse,Male,Europe,Western Europe,Culture,Culture-core,painter,6501644,350.0,93
1325821,Q41264,Johannes_Vermeer,Male,Europe,Western Europe,Culture,Culture-core,painter,6035860,381.0,73
1386274,Q45682,Jean_Sibelius,Male,Europe,Northern Europe,Culture,Culture-core,composer,2631700,975.0,80
1310970,Q39829,Stephen_King,Male,America,Northern America,Culture,Culture-core,writer,28418496,90.0,77
1026518,Q296,Claude_Monet,Male,Europe,Western Europe,Culture,Culture-core,painter,12568474,128.0,97
2206236,Q80135,Dmitri_Shostakovich,Male,Europe,Eastern Europe,Culture,Culture-core,composer,5159613,560.5,71
1275673,Q38119,Daniel_Radcliffe,Male,Europe,Western Europe,Culture,Culture-core,actor,28103054,585.0,42
1494108,Q49481,Sergei_Prokofiev,Male,Europe,Eastern Europe,Culture,Culture-core,composer,4312090,818.5,88
1241470,Q36949,Robert_De_Niro,Male,America,Northern America,Culture,Culture-core,film,31410870,176.0,59
1176973,Q34012,Marlon_Brando,Male,America,Northern America,Culture,Culture-core,actor,22819020,112.0,65
133243,Q130311,George_Michael,Male,Europe,Western Europe,Culture,Culture-core,singer,14888958,314.0,53
24232,Q103876,Peter_O'Toole,Male,Europe,Western Europe,Culture,Culture-core,actor,5843467,735.0,53
1325411,Q41223,Boris_Pasternak,Male,Europe,Eastern Europe,Culture,Culture-core,writer,3840800,916.5,66
2264585,Q9327,Guy_de_Maupassant,Male,Europe,Western Europe,Culture,Culture-core,writer,7349424,626.5,70
185487,Q14441,Liza_Minnelli,Female,America,Northern America,Culture,Culture-core,actor,9947362,617.0,55
1384921,Q45546,William_Wordsworth,Male,Europe,Western Europe,Culture,Culture-core,poet,4279569,1012.0,77
1365618,Q44007,Paul_Klee,Male,Europe,Western Europe,Culture,Culture-core,painter,4090595,693.0,88
1463000,Q48305,Euripides,Male,Europe,Southern Europe,Culture,Culture-core,writer,3612585,980.0,65
1126854,Q32522,Jennifer_Aniston,Female,America,Northern America,Culture,Culture-core,actor,45121032,478.0,43
1333651,Q41871,Paul_Newman,Male,America,Northern America,Culture,Culture-core,film,14730417,294.0,59
1706571,Q5582,Vincent_van_Gogh,Male,Europe,Western Europe,Culture,Culture-core,painter,34517964,13.0,100
121703,Q1276,Leonard_Cohen,Male,America,Northern America,Culture,Culture-core,singer,15148310,135.5,83
1321791,Q409,Bob_Marley,Male,America,Caribbean,Culture,Culture-core,singer,33565436,124.0,78
1376653,Q44903,Lindsay_Lohan,Female,America,Northern America,Culture,Culture-core,actor,18285636,649.5,42
1342132,Q42493,Katy_Perry,Female,America,Northern America,Culture,Culture-core,singer,27165910,222.0,52
279218,Q15897,Amy_Winehouse,Female,Europe,Western Europe,Culture,Culture-core,singer,27930064,286.0,48
87988,Q11930,Kevin_Costner,Male,America,Northern America,Culture,Culture-core,actor,15406199,664.0,46
220510,Q151973,Richard_Burton,Male,Europe,Western Europe,Culture,Culture-core,actor,6478183,647.0,67
432310,Q168724,Emma_Thompson,Female,Europe,Western Europe,Culture,Culture-core,actor,13440047,690.0,45
1240724,Q36844,Rihanna,Female,America,Caribbean,Culture,Culture-core,singer,39925984,76.5,66
172897,Q1398,Virgil,Male,Europe,Southern Europe,Culture,Culture-core,poet,5298929,566.5,74
1030710,Q297,Diego_Velázquez,Male,Europe,Southern Europe,Culture,Culture-core,painter,4905916,367.0,81
1187849,Q34436,Scarlett_Johansson,Female,America,Northern America,Culture,Culture-core,actor,47599048,143.0,58
134020,Q130531,Hieronymus_Bosch,Male,Europe,Western Europe,Culture,Culture-core,painter,6788331,568.0,70
1236220,Q36591,Vladimir_Nabokov,Male,America,Northern America,Culture,Culture-core,novelist,4696936,544.0,95
2224668,Q82083,John_Keats,Male,Europe,Western Europe,Culture,Culture-core,poet,3888796,605.0,71
1645468,Q5432,Francisco_Goya,Male,Europe,Southern Europe,Culture,Culture-core,painter,7095266,185.0,97
2137798,Q75698,Samuel_Morse,Male,America,Northern America,Culture,Culture-core,painter,2488445,1580.0,57
1439263,Q47551,Titian,Male,Europe,Southern Europe,Culture,Culture-core,painter,3720065,629.0,75
198550,Q147077,Emma_Stone,Female,America,Northern America,Culture,Culture-core,actor,32055404,600.0,42
431983,Q16867,Edgar_Allan_Poe,Male,America,Northern America,Culture,Culture-core,poet,19658572,48.0,106
1341919,Q42455,Björk,Female,Europe,Northern Europe,Culture,Culture-core,composer,9846420,241.0,76
2244703,Q8927,Marion_Cotillard,Female,Europe,Western Europe,Culture,Culture-core,actor,16555256,646.0,44
1543304,Q51023,Vanessa_Paradis,Female,Europe,Western Europe,Culture,Culture-core,singer,11120738,1052.0,47
130948,Q129591,Hugh_Jackman,Male,Oceania,Oceania Western World,Culture,Culture-core,singer,29799178,455.0,56
90342,Q119798,Michael_Douglas,Male,America,Northern America,Culture,Culture-core,actor,21408200,555.0,46
465371,Q171905,Jamie_Foxx,Male,America,Northern America,Culture,Culture-core,actor,13292519,695.0,53
130328,Q129429,Vivien_Leigh,Female,Europe,Western Europe,Culture,Culture-core,actor,8716370,481.0,58
1250573,Q37327,Samuel_Beckett,Male,Europe,Western Europe,Culture,Culture-core,writer,4916130,368.0,99
520272,Q181677,George_R._R._Martin,Male,America,Northern America,Culture,Culture-core,screenwriter,13586997,662.0,45
2097521,Q7351,Robert_Schumann,Male,Europe,Western Europe,Culture,Culture-core,composer,4811755,482.0,81
1176518,Q33977,Jules_Verne,Male,Europe,Western Europe,Culture,Culture-core,novelist,12038297,119.5,95
2066818,Q7245,Mark_Twain,Male,America,Northern America,Culture,Culture-core,writer,13311106,110.0,107
1229233,Q36233,Václav_Havel,Male,Europe,Eastern Europe,Culture,Culture-core,writer,2969636,1071.5,51
1745827,Q5679,Lord_Byron,Male,Europe,Western Europe,Culture,Culture-core,poet,8405425,180.0,106
141167,Q133054,Sylvia_Plath,Female,America,Northern America,Culture,Culture-core,poet,6206139,932.0,60
220357,Q151892,Ariana_Grande,Female,America,Northern America,Culture,Culture-core,actor,66116360,264.0,51
1309463,Q39666,Penélope_Cruz,Female,Europe,Southern Europe,Culture,Culture-core,actor,18596932,464.0,47
374871,Q16297,William_Shatner,Male,America,Northern America,Culture,Culture-core,actor,9554944,669.0,62
1361854,Q43718,Nikolai_Gogol,Male,Europe,Eastern Europe,Culture,Culture-core,novelist,8477985,762.0,81
123777,Q12807,Umberto_Eco,Male,Europe,Southern Europe,Culture,Culture-core,novelist,7083796,413.0,85
1269264,Q37876,Natalie_Portman,Female,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,film,38012392,221.0,55
1713439,Q56008,Tim_Burton,Male,America,Northern America,Culture,Culture-core,film,16963988,427.0,52
149114,Q134741,Camille_Pissarro,Male,Europe,Northern Europe,Culture,Culture-core,painter,2246099,1548.0,78
2264369,Q93227,Nikolai_Rimsky-Korsakov,Male,Europe,Eastern Europe,Culture,Culture-core,composer,2767002,1065.0,77
1708850,Q5586,Hokusai,Male,Asia,Eastern Asia,Culture,Culture-core,painter,4181907,911.0,69
566128,Q188492,Seth_MacFarlane,Male,America,Northern America,Culture,Culture-core,screenwriter,15923673,906.0,41
28220,Q104358,Billie_Holiday,Female,America,Northern America,Culture,Culture-core,singer,5943821,782.5,67
1464981,Q484523,Jared_Leto,Male,America,Northern America,Culture,Culture-core,actor,27746296,593.0,45
2007706,Q6882,James_Joyce,Male,Europe,Western Europe,Culture,Culture-core,poet,6318386,246.0,95
2230244,Q83321,Giacomo_Casanova,Male,Europe,Southern Europe,Culture,Culture-core,poet,5661563,596.5,63
679359,Q208258,France_Gall,Female,Europe,Western Europe,Culture,Culture-core,singer,5673038,1084.0,50
1278028,Q38222,George_Lucas,Male,America,Northern America,Culture,Culture-core,film,12986692,270.0,59
1230882,Q36322,Jane_Austen,Female,Europe,Western Europe,Culture,Culture-core,writer,13305799,121.0,99
1189905,Q34618,Gustave_Courbet,Male,Europe,Western Europe,Culture,Culture-core,painter,3086021,1058.0,83
1951265,Q6527,Jean-Jacques_Rousseau,Male,Europe,Western Europe,Culture,Culture-core,writer,16561200,55.0,90
1155881,Q3335,George_Orwell,Male,Europe,Western Europe,Culture,Culture-core,novelist,13287199,142.0,84
380391,Q16345,Leonard_Nimoy,Male,America,Northern America,Culture,Culture-core,actor,7669058,706.0,62
2181684,Q78491,Stefan_Zweig,Male,Europe,Western Europe,Culture,Culture-core,writer,5146152,689.0,77
1743908,Q5673,Hans_Christian_Andersen,Male,Europe,Northern Europe,Culture,Culture-core,writer,10792641,132.0,99
70678,Q11617,Aaliyah,Female,America,Northern America,Culture,Culture-core,actor,14729841,678.0,50
477557,Q173481,Fernando_Pessoa,Male,Europe,Southern Europe,Culture,Culture-core,poet,3482235,903.5,63
1806561,Q5950,James_Brown,Male,America,Northern America,Culture,Culture-core,singer,10548380,412.0,55
1632773,Q5383,David_Bowie,Male,Europe,Western Europe,Culture,Culture-core,painter,55206424,32.0,111
2076842,Q7298,Antonín_Dvořák,Male,Europe,Western Europe,Culture,Culture-core,composer,4445970,616.0,75
505968,Q1785,Charles_Aznavour,Male,Europe,Western Europe,Culture,Culture-core,singer,9621233,447.0,62
2180205,Q7836,René_Magritte,Male,Europe,Western Europe,Culture,Culture-core,painter,5373862,1015.0,91
1205929,Q35332,Brad_Pitt,Male,America,Northern America,Culture,Culture-core,actor,43640892,126.0,58
1192349,Q347879,Vanessa_Redgrave,Female,Europe,Western Europe,Culture,Culture-core,screenwriter,7570719,950.0,50
2244471,Q892,J._R._R._Tolkien,Male,Europe,Western Europe,Culture,Culture-core,writer,15893694,74.0,87
2148955,Q76364,Hans_Zimmer,Male,Europe,Western Europe,Culture,Culture-core,composer,11414463,751.5,48
594869,Q19526,Maya_Angelou,Female,America,Northern America,Culture,Culture-core,poet,7493153,524.0,59
1312223,Q39931,Pierre-Auguste_Renoir,Male,Europe,Western Europe,Culture,Culture-core,painter,5411180,512.5,90
453807,Q170510,Ian_McKellen,Male,Europe,Western Europe,Culture,Culture-core,actor,15904138,720.0,44
2062957,Q7200,Alexander_Pushkin,Male,Europe,Eastern Europe,Culture,Culture-core,poet,13876033,275.0,100
2106867,Q7374,Alfred_Hitchcock,Male,Europe,Western Europe,Culture,Culture-core,film,13669537,76.5,88
