,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
2230132,Q83287,Selena_Gomez,Female,America,Northern America,Culture,Culture-core,singer,45699548,95.0,63
37921,Q1067,Dante_Alighieri,Male,Europe,Southern Europe,Culture,Culture-core,poet,14747548,96.0,104
216162,Q1511,Richard_Wagner,Male,Europe,Western Europe,Culture,Culture-core,composer,10885726,97.0,112
1246729,Q37175,Johnny_Depp,Male,America,Northern America,Culture,Culture-core,film,57327096,99.0,68
2242690,Q8877,Steven_Spielberg,Male,America,Northern America,Culture,Culture-core,film,12489638,100.0,89
1788799,Q5878,Gabriel_García_Márquez,Male,America,South America,Culture,Culture-core,novelist,15660748,104.0,79
1798325,Q5928,Jimi_Hendrix,Male,America,Northern America,Culture,Culture-core,singer,21805878,106.0,69
2066818,Q7245,Mark_Twain,Male,America,Northern America,Culture,Culture-core,writer,13311106,110.0,107
1176973,Q34012,Marlon_Brando,Male,America,Northern America,Culture,Culture-core,actor,22819020,112.0,65
635837,Q2001,Stanley_Kubrick,Male,America,Northern America,Culture,Culture-core,film,16390247,114.0,77
2136104,Q7542,Prince_(musician),Male,America,Northern America,Culture,Culture-core,actor,46583648,117.0,68
1176518,Q33977,Jules_Verne,Male,Europe,Western Europe,Culture,Culture-core,novelist,12038297,119.5,95
1230882,Q36322,Jane_Austen,Female,Europe,Western Europe,Culture,Culture-core,writer,13305799,121.0,99
1321791,Q409,Bob_Marley,Male,America,Caribbean,Culture,Culture-core,singer,33565436,124.0,78
1321884,Q40909,Virginia_Woolf,Female,Europe,Western Europe,Culture,Culture-core,novelist,13308669,125.0,90
1205929,Q35332,Brad_Pitt,Male,America,Northern America,Culture,Culture-core,actor,43640892,126.0,58
1177736,Q34086,Justin_Bieber,Male,America,Northern America,Culture,Culture-core,singer,54860564,127.0,58
1026518,Q296,Claude_Monet,Male,Europe,Western Europe,Culture,Culture-core,painter,12568474,128.0,97
1190256,Q34670,Albert_Camus,Male,Europe,Western Europe,Culture,Culture-core,writer,11754231,129.0,100
2080716,Q7315,Pyotr_Ilyich_Tchaikovsky,Male,Europe,Eastern Europe,Culture,Culture-core,composer,11773272,131.0,78
1743908,Q5673,Hans_Christian_Andersen,Male,Europe,Northern Europe,Culture,Culture-core,writer,10792641,132.0,99
121703,Q1276,Leonard_Cohen,Male,America,Northern America,Culture,Culture-core,singer,15148310,135.5,83
1352482,Q43203,Clint_Eastwood,Male,America,Northern America,Culture,Culture-core,actor,37866456,138.0,57
1320204,Q40715,Jennifer_Lopez,Female,America,Northern America,Culture,Culture-core,actor,20264552,139.0,61
1155881,Q3335,George_Orwell,Male,Europe,Western Europe,Culture,Culture-core,novelist,13287199,142.0,84
1187849,Q34436,Scarlett_Johansson,Female,America,Northern America,Culture,Culture-core,actor,47599048,143.0,58
1265926,Q3772,Quentin_Tarantino,Male,America,Northern America,Culture,Culture-core,actor,33523964,149.0,62
953145,Q2808,Elton_John,Male,Europe,Western Europe,Culture,Culture-core,singer,19556592,150.0,70
1746645,Q5682,Miguel_de_Cervantes,Male,Europe,Southern Europe,Culture,Culture-core,novelist,11330573,151.0,102
1712986,Q5598,Rembrandt,Male,Europe,Western Europe,Culture,Culture-core,painter,9167747,153.0,103
91554,Q12003,Cher,Female,America,Northern America,Culture,Culture-core,actor,22770646,155.0,60
1709402,Q5588,Frida_Kahlo,Female,America,Central America,Culture,Culture-core,painter,38787800,156.5,65
1346345,Q42786,Audrey_Hepburn,Female,Europe,Western Europe,Culture,Culture-core,actor,30709368,158.5,65
779469,Q23215,Adele,Female,Europe,Western Europe,Culture,Culture-core,singer,40407504,160.0,57
1275379,Q38111,Leonardo_DiCaprio,Male,America,Northern America,Culture,Culture-core,actor,69849984,162.0,58
904451,Q26876,Taylor_Swift,Female,America,Northern America,Culture,Culture-core,singer,42779736,163.0,55
2066259,Q7241,Rabindranath_Tagore,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,painter,12684092,166.0,98
1712482,Q5597,Raphael,Male,Europe,Southern Europe,Culture,Culture-core,painter,10076520,169.0,84
1340076,Q4235,Miley_Cyrus,Female,America,Northern America,Culture,Culture-core,singer,33276424,170.0,54
1543944,Q5105,Celine_Dion,Female,America,Northern America,Culture,Culture-core,singer,21852340,173.0,53
1241470,Q36949,Robert_De_Niro,Male,America,Northern America,Culture,Culture-core,film,31410870,176.0,59
278003,Q15869,Freddie_Mercury,Male,Europe,Western Europe,Culture,Culture-core,singer,80061168,177.0,53
1745827,Q5679,Lord_Byron,Male,Europe,Western Europe,Culture,Culture-core,poet,8405425,180.0,106
1645468,Q5432,Francisco_Goya,Male,Europe,Southern Europe,Culture,Culture-core,painter,7095266,185.0,97
757192,Q2263,Tom_Hanks,Male,America,Northern America,Culture,Culture-core,actor,17146252,188.0,69
1185938,Q34389,Whitney_Houston,Female,America,Northern America,Culture,Culture-core,singer,25009546,193.5,55
1713610,Q56016,Katharine_Hepburn,Female,America,Northern America,Culture,Culture-core,actor,12600853,193.5,65
887719,Q2632,Ringo_Starr,Male,Europe,Western Europe,Culture,Culture-core,actor,14092724,195.0,64
1254078,Q37459,Nicole_Kidman,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,28737372,199.0,55
1343316,Q42574,James_Cameron,Male,America,Northern America,Culture,Culture-core,film,14933231,201.0,81
1323935,Q41148,Martin_Scorsese,Male,America,Northern America,Culture,Culture-core,film,15382712,202.0,64
2253824,Q909,Jorge_Luis_Borges,Male,America,South America,Culture,Culture-core,writer,7783319,204.5,84
1196604,Q34981,Isaac_Asimov,Male,America,Northern America,Culture,Culture-core,writer,9863052,206.0,70
1964159,Q6691,Homer,Male,Europe,Southern Europe,Culture,Culture-core,poet,11956010,208.5,85
1329069,Q41594,Christina_Aguilera,Female,America,Northern America,Culture,Culture-core,singer,15960360,208.5,54
1392792,Q4636,Barbra_Streisand,Female,America,Northern America,Culture,Culture-core,actor,15089431,210.0,67
844149,Q24829,Orson_Welles,Male,America,Northern America,Culture,Culture-core,actor,9545742,213.5,102
91271,Q11998,Kylie_Minogue,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,12752900,213.5,58
1301865,Q3925,Grace_Kelly,Female,America,Northern America,Culture,Culture-core,actor,19176164,215.0,63
382174,Q16397,Bruce_Lee,Male,Asia,Eastern Asia,Culture,Culture-core,film,44238672,216.0,53
1391016,Q4612,Marlene_Dietrich,Female,Europe,Western Europe,Culture,Culture-core,actor,8661559,217.0,73
1269264,Q37876,Natalie_Portman,Female,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,film,38012392,221.0,55
1342132,Q42493,Katy_Perry,Female,America,Northern America,Culture,Culture-core,singer,27165910,222.0,52
1682836,Q55400,Hayao_Miyazaki,Male,Asia,Eastern Asia,Culture,Culture-core,film,16016367,224.0,64
2080807,Q7317,Giuseppe_Verdi,Male,Europe,Southern Europe,Culture,Culture-core,composer,6577287,225.0,94
1324403,Q41173,Demi_Lovato,Female,America,Northern America,Culture,Culture-core,actor,32022980,226.5,51
2078347,Q7302,George_Frideric_Handel,Male,Europe,Western Europe,Culture,Culture-core,composer,6452052,228.0,99
570748,Q189490,Jennifer_Lawrence,Female,America,Northern America,Culture,Culture-core,actor,44577104,230.0,54
2281985,Q9711,Honoré_de_Balzac,Male,Europe,Western Europe,Culture,Culture-core,novelist,7095900,234.0,102
804003,Q23844,George_Clooney,Male,America,Northern America,Culture,Culture-core,film,25163792,235.0,60
1336543,Q42207,Caravaggio,Male,Europe,Southern Europe,Culture,Culture-core,painter,8250219,236.0,80
1357078,Q43432,Justin_Timberlake,Male,America,Northern America,Culture,Culture-core,actor,26096052,238.0,54
1341919,Q42455,Björk,Female,Europe,Northern Europe,Culture,Culture-core,composer,9846420,241.0,76
901867,Q2680,Bruce_Willis,Male,America,Northern America,Culture,Culture-core,actor,25256764,242.0,60
1263736,Q37693,Paul_Gauguin,Male,Europe,Western Europe,Culture,Culture-core,painter,7208238,243.0,98
2007706,Q6882,James_Joyce,Male,Europe,Western Europe,Culture,Culture-core,poet,6318386,246.0,95
1323374,Q41076,Mariah_Carey,Female,America,Northern America,Culture,Culture-core,singer,24272400,247.0,50
71633,Q11637,Judy_Garland,Female,America,Northern America,Culture,Culture-core,actor,16683441,249.0,58
1313032,Q40026,Sylvester_Stallone,Male,America,Northern America,Culture,Culture-core,actor,55005928,250.0,53
1178645,Q34189,Pablo_Neruda,Male,America,South America,Culture,Culture-core,poet,9726190,251.0,80
1416557,Q47152,Mary_Shelley,Female,Europe,Western Europe,Culture,Culture-core,writer,7444854,253.0,82
1521338,Q504,Émile_Zola,Male,Europe,Western Europe,Culture,Culture-core,novelist,7460465,254.0,106
1829549,Q6060,50_Cent,Male,America,Northern America,Culture,Culture-core,actor,19560162,259.0,56
1230565,Q36301,Anne_Hathaway,Female,America,Northern America,Culture,Culture-core,actor,26827990,260.0,64
1386903,Q4573,Sean_Connery,Male,Europe,Western Europe,Culture,Culture-core,actor,10209290,261.0,68
851778,Q25144,Kevin_Spacey,Male,America,Northern America,Culture,Culture-core,actor,26273686,262.0,67
220357,Q151892,Ariana_Grande,Female,America,Northern America,Culture,Culture-core,actor,66116360,264.0,51
1211330,Q35610,Arthur_Conan_Doyle,Male,Europe,Western Europe,Culture,Culture-core,writer,9714199,265.0,90
444453,Q169566,H._P._Lovecraft,Male,America,Northern America,Culture,Culture-core,novelist,11379191,266.0,67
1241795,Q36970,Jackie_Chan,Male,America,Northern America,Culture,Culture-core,film,37284252,267.5,49
1056883,Q30449,Avril_Lavigne,Female,America,Northern America,Culture,Culture-core,singer,21935148,269.0,48
1278028,Q38222,George_Lucas,Male,America,Northern America,Culture,Culture-core,film,12986692,270.0,59
1325970,Q41309,Franz_Liszt,Male,Europe,Western Europe,Culture,Culture-core,composer,6440450,271.0,97
1558247,Q51552,Roman_Polanski,Male,Europe,Eastern Europe,Culture,Culture-core,film,15810053,272.0,59
2201925,Q8006,Akira_Kurosawa,Male,Asia,Eastern Asia,Culture,Culture-core,film,6623622,273.0,73
2062957,Q7200,Alexander_Pushkin,Male,Europe,Eastern Europe,Culture,Culture-core,poet,13876033,275.0,100
279218,Q15897,Amy_Winehouse,Female,Europe,Western Europe,Culture,Culture-core,singer,27930064,286.0,48
1318493,Q40531,John_Wayne,Male,America,Northern America,Culture,Culture-core,actor,16600369,287.0,55
1705782,Q5580,Albrecht_Dürer,Male,Europe,Western Europe,Culture,Culture-core,painter,5677862,288.0,110
1310656,Q39792,Jack_Nicholson,Male,America,Northern America,Culture,Culture-core,actor,20423836,289.0,52
39381,Q10738,Dwayne_Johnson,Male,America,Northern America,Culture,Culture-core,actor,66736868,292.0,52
1369538,Q44301,Jim_Morrison,Male,America,Northern America,Culture,Culture-core,singer,15164692,293.0,51
1333651,Q41871,Paul_Newman,Male,America,Northern America,Culture,Culture-core,film,14730417,294.0,59
1323904,Q41142,Jane_Fonda,Female,America,Northern America,Culture,Culture-core,actor,18300528,296.0,67
2080016,Q7312,Franz_Schubert,Male,Europe,Western Europe,Culture,Culture-core,composer,7732406,297.0,77
112797,Q125121,Aretha_Franklin,Female,America,Northern America,Culture,Culture-core,singer,17415844,299.0,59
2222334,Q81328,Harrison_Ford,Male,America,Northern America,Culture,Culture-core,actor,31099748,302.0,51
2221843,Q80966,Cate_Blanchett,Female,Oceania,Oceania Western World,Culture,Culture-core,film,21203702,303.0,50
2264892,Q93341,Miles_Davis,Male,America,Northern America,Culture,Culture-core,composer,8143485,305.0,74
1836618,Q6096,Snoop_Dogg,Male,America,Northern America,Culture,Culture-core,actor,25825310,306.0,56
2136221,Q7546,Ingmar_Bergman,Male,Europe,Northern Europe,Culture,Culture-core,film,5938021,308.0,82
2096014,Q7349,Joseph_Haydn,Male,Europe,Western Europe,Culture,Culture-core,composer,6630637,311.0,90
95946,Q121507,Alicia_Keys,Female,America,Northern America,Culture,Culture-core,actor,14238101,312.0,56
504629,Q1779,Louis_Armstrong,Male,America,Northern America,Culture,Culture-core,actor,9332318,313.0,82
133243,Q130311,George_Michael,Male,Europe,Western Europe,Culture,Culture-core,singer,14888958,314.0,53
1342303,Q42511,H._G._Wells,Male,Europe,Western Europe,Culture,Culture-core,writer,6543175,317.5,84
648555,Q202765,Kate_Winslet,Female,Europe,Western Europe,Culture,Culture-core,actor,25842132,321.0,48
1324197,Q41163,Al_Pacino,Male,America,Northern America,Culture,Culture-core,film,25492572,323.5,50
1366427,Q44063,Reese_Witherspoon,Female,America,Northern America,Culture,Culture-core,actor,22611066,323.5,54
377421,Q1631,Édith_Piaf,Female,Europe,Western Europe,Culture,Culture-core,singer,10941881,325.5,64
1463365,Q483203,Sting_(musician),Male,Europe,Western Europe,Culture,Culture-core,actor,14396473,325.5,75
1245123,Q37079,Tom_Cruise,Male,America,Northern America,Culture,Culture-core,actor,54546640,328.0,53
1273437,Q38082,Lewis_Carroll,Male,Europe,Western Europe,Culture,Culture-core,writer,7721365,332.0,120
1314149,Q40096,Will_Smith,Male,America,Northern America,Culture,Culture-core,actor,41485096,333.0,52
186478,Q144622,Phil_Collins,Male,Europe,Western Europe,Culture,Culture-core,actor,15028505,334.5,56
512927,Q180338,Christopher_Lee,Male,Europe,Western Europe,Culture,Culture-core,actor,11441520,339.5,54
1486902,Q493,Arthur_Rimbaud,Male,Europe,Western Europe,Culture,Culture-core,poet,6306126,339.5,89
1718393,Q56094,Francis_Ford_Coppola,Male,America,Northern America,Culture,Culture-core,screenwriter,9796625,341.5,62
1310741,Q39803,Mario_Vargas_Llosa,Male,Europe,Southern Europe,Culture,Culture-core,novelist,6577299,344.0,72
1335472,Q42101,Denzel_Washington,Male,America,Northern America,Culture,Culture-core,film,23121016,348.0,57
1709644,Q5589,Henri_Matisse,Male,Europe,Western Europe,Culture,Culture-core,painter,6501644,350.0,93
1387362,Q45765,Jack_London,Male,America,Northern America,Culture,Culture-core,writer,6958804,352.0,78
513956,Q180560,Philip_Seymour_Hoffman,Male,America,Northern America,Culture,Culture-core,film,13456075,354.0,55
1353014,Q43252,Sophia_Loren,Female,Europe,Southern Europe,Culture,Culture-core,actor,13752516,359.0,55
97193,Q122020,Hilary_Duff,Female,America,Northern America,Culture,Culture-core,actor,13079689,361.0,55
1280456,Q38337,Alexandre_Dumas,Male,Europe,Western Europe,Culture,Culture-core,novelist,8715364,363.0,84
1229903,Q36268,Brigitte_Bardot,Female,Europe,Western Europe,Culture,Culture-core,actor,10449316,364.0,53
1958102,Q65932,Anthony_Hopkins,Male,Europe,Western Europe,Culture,Culture-core,film,17601660,365.0,53
1030710,Q297,Diego_Velázquez,Male,Europe,Southern Europe,Culture,Culture-core,painter,4905916,367.0,81
1250573,Q37327,Samuel_Beckett,Male,Europe,Western Europe,Culture,Culture-core,writer,4916130,368.0,99
1209428,Q35548,Paul_Cézanne,Male,Europe,Western Europe,Culture,Culture-core,painter,5598947,369.0,89
666754,Q2071,David_Lynch,Male,America,Northern America,Culture,Culture-core,film,11983397,374.0,63
1009757,Q2908,Antoine_de_Saint-Exupéry,Male,Europe,Western Europe,Culture,Culture-core,writer,8190600,376.0,76
874615,Q25973,Hermann_Hesse,Male,Europe,Western Europe,Culture,Culture-core,novelist,6797588,378.0,91
1325821,Q41264,Johannes_Vermeer,Male,Europe,Western Europe,Culture,Culture-core,painter,6035860,381.0,73
2062648,Q7197,Simone_de_Beauvoir,Female,Europe,Western Europe,Culture,Culture-core,writer,7392551,382.0,66
496157,Q175535,Matt_Damon,Male,America,Northern America,Culture,Culture-core,actor,28405624,387.0,50
1318480,Q40523,Julia_Roberts,Female,America,Northern America,Culture,Culture-core,actor,29912250,388.0,48
1243959,Q37030,Thomas_Mann,Male,Europe,Western Europe,Culture,Culture-core,novelist,5110440,389.0,79
137709,Q131814,Tina_Turner,Female,America,Northern America,Culture,Culture-core,singer,18530832,390.0,54
1327982,Q41513,William_Blake,Male,Europe,Western Europe,Culture,Culture-core,painter,6157788,391.0,113
124054,Q128121,Mick_Jagger,Male,Europe,Western Europe,Culture,Culture-core,actor,17741418,394.0,61
1318386,Q40475,Joan_Crawford,Female,America,Northern America,Culture,Culture-core,actor,10517725,395.0,63
1514386,Q501,Charles_Baudelaire,Male,Europe,Western Europe,Culture,Culture-core,poet,7311428,401.0,96
46707,Q108941,Carrie_Fisher,Female,America,Northern America,Culture,Culture-core,actor,40670532,401.0,55
1463161,Q483118,Ben_Affleck,Male,America,Northern America,Culture,Culture-core,actor,32546694,404.5,47
2230866,Q83492,Gary_Oldman,Male,Europe,Western Europe,Culture,Culture-core,actor,21630746,406.0,46
2041696,Q714,Stevie_Wonder,Male,America,Northern America,Culture,Culture-core,singer,14668537,410.0,63
1806561,Q5950,James_Brown,Male,America,Northern America,Culture,Culture-core,singer,10548380,412.0,55
123777,Q12807,Umberto_Eco,Male,Europe,Southern Europe,Culture,Culture-core,novelist,7083796,413.0,85
1406727,Q4700,Claude_Debussy,Male,Europe,Western Europe,Culture,Culture-core,composer,6197443,415.5,88
1354730,Q43347,Rumi,Male,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,poet,9040423,423.0,62
2080676,Q7314,Igor_Stravinsky,Male,Europe,Eastern Europe,Culture,Culture-core,composer,4805688,425.0,98
107722,Q123867,Marquis_de_Sade,Male,Europe,Western Europe,Culture,Culture-core,writer,7365056,426.0,65
1713439,Q56008,Tim_Burton,Male,America,Northern America,Culture,Culture-core,film,16963988,427.0,52
2062864,Q7199,Marcel_Proust,Male,Europe,Western Europe,Culture,Culture-core,novelist,6101618,430.0,79
1453186,Q47899,Paris_Hilton,Female,America,Northern America,Culture,Culture-core,actor,16088814,431.0,50
1301656,Q39212,John_Steinbeck,Male,America,Northern America,Culture,Culture-core,writer,6073543,438.0,76
173863,Q1401,Petrarch,Male,Europe,Southern Europe,Culture,Culture-core,poet,5100046,439.5,86
382046,Q16390,Humphrey_Bogart,Male,America,Northern America,Culture,Culture-core,actor,9302969,443.0,66
505968,Q1785,Charles_Aznavour,Male,Europe,Western Europe,Culture,Culture-core,singer,9621233,447.0,62
1368662,Q44221,Sean_Penn,Male,America,Northern America,Culture,Culture-core,actor,17771638,448.0,52
1187622,Q34424,Shakira,Female,America,South America,Culture,Culture-core,singer,37896596,450.0,42
218672,Q1514,Janis_Joplin,Female,America,Northern America,Culture,Culture-core,singer,16191746,451.0,63
2258709,Q9204,C._S._Lewis,Male,Europe,Western Europe,Culture,Culture-core,writer,7198677,452.0,67
3866,Q102642,Diane_Keaton,Female,America,Northern America,Culture,Culture-core,actor,11371001,454.0,54
130948,Q129591,Hugh_Jackman,Male,Oceania,Oceania Western World,Culture,Culture-core,singer,29799178,455.0,56
1375632,Q448,Denis_Diderot,Male,Europe,Western Europe,Culture,Culture-core,novelist,4335745,456.0,102
2075415,Q7294,Johannes_Brahms,Male,Europe,Western Europe,Culture,Culture-core,composer,5062223,457.0,87
217020,Q1512,Robert_Louis_Stevenson,Male,Europe,Western Europe,Culture,Culture-core,poet,5775745,458.0,110
804079,Q23848,Ennio_Morricone,Male,Europe,Southern Europe,Culture,Culture-core,composer,7892086,459.0,65
141480,Q133151,Ozzy_Osbourne,Male,Europe,Western Europe,Culture,Culture-core,singer,16600605,460.0,53
37146,Q106529,Alain_Delon,Male,Europe,Western Europe,Culture,Culture-core,actor,12022364,462.0,67
358940,Q162202,Nicki_Minaj,Female,America,Northern America,Culture,Culture-core,composer,27830934,463.0,44
1309463,Q39666,Penélope_Cruz,Female,Europe,Southern Europe,Culture,Culture-core,actor,18596932,464.0,47
2264962,Q93354,F._Scott_Fitzgerald,Male,America,Northern America,Culture,Culture-core,writer,10307770,465.0,79
2230340,Q83359,James_Dean,Male,America,Northern America,Culture,Culture-core,actor,16344816,466.0,58
2230530,Q83410,Cary_Grant,Male,Europe,Western Europe,Culture,Culture-core,actor,11547543,467.0,57
1839746,Q61064,Wassily_Kandinsky,Male,Europe,Eastern Europe,Culture,Culture-core,painter,7375490,471.0,88
1343404,Q42581,Keira_Knightley,Female,Europe,Western Europe,Culture,Culture-core,actor,26432720,472.0,49
136064,Q131149,Henry_David_Thoreau,Male,America,Northern America,Culture,Culture-core,poet,5445181,475.0,76
1463725,Q48337,Morgan_Freeman,Male,America,Northern America,Culture,Culture-core,film,25726132,476.0,48
2105743,Q7371,Federico_Fellini,Male,Europe,Southern Europe,Culture,Culture-core,film,4740691,477.0,83
1126854,Q32522,Jennifer_Aniston,Female,America,Northern America,Culture,Culture-core,actor,45121032,478.0,43
1347471,Q42869,Nicolas_Cage,Male,America,Northern America,Culture,Culture-core,actor,24965926,480.0,49
130328,Q129429,Vivien_Leigh,Female,Europe,Western Europe,Culture,Culture-core,actor,8716370,481.0,58
2097521,Q7351,Robert_Schumann,Male,Europe,Western Europe,Culture,Culture-core,composer,4811755,482.0,81
757938,Q22670,Friedrich_Schiller,Male,Europe,Western Europe,Culture,Culture-core,poet,4993679,483.0,87
1188200,Q34460,Gwyneth_Paltrow,Female,America,Northern America,Culture,Culture-core,actor,8952103,487.0,56
1195725,Q349391,Helen_Mirren,Female,Europe,Western Europe,Culture,Culture-core,actor,12099191,489.0,50
3195,Q102462,James_Stewart,Male,America,Northern America,Culture,Culture-core,actor,9728030,492.0,51
1673002,Q55245,Laurence_Olivier,Male,Europe,Western Europe,Culture,Culture-core,actor,6079379,493.0,75
1647608,Q5443,Greta_Garbo,Female,Europe,Northern Europe,Culture,Culture-core,actor,5638019,496.0,68
281229,Q15935,Kanye_West,Male,America,Northern America,Culture,Culture-core,singer,8625865,498.0,49
1445818,Q47664,Catherine_Zeta-Jones,Female,Europe,Western Europe,Culture,Culture-core,actor,17340570,501.0,51
1390802,Q46096,Felix_Mendelssohn,Male,Europe,Western Europe,Culture,Culture-core,composer,4322132,503.0,89
222128,Q152384,Joan_Miró,Male,Europe,Southern Europe,Culture,Culture-core,painter,4624757,505.0,85
1345753,Q42745,Rita_Hayworth,Female,America,Northern America,Culture,Culture-core,actor,8030331,506.0,59
851986,Q25161,Roald_Dahl,Male,Europe,Western Europe,Culture,Culture-core,novelist,12196026,509.0,86
1319116,Q40599,Édouard_Manet,Male,Europe,Western Europe,Culture,Culture-core,painter,4438123,510.0,91
105126,Q123351,Michael_Caine,Male,Europe,Western Europe,Culture,Culture-core,actor,13206836,511.0,48
1312223,Q39931,Pierre-Auguste_Renoir,Male,Europe,Western Europe,Culture,Culture-core,painter,5411180,512.5,90
1349046,Q42930,Dustin_Hoffman,Male,America,Northern America,Culture,Culture-core,actor,11506069,514.0,50
141151,Q133050,Susan_Sarandon,Female,America,Northern America,Culture,Culture-core,actor,12494036,515.0,56
1257947,Q37571,Jackson_Pollock,Male,America,Northern America,Culture,Culture-core,painter,7232313,516.0,67
1188426,Q34474,Aleksandr_Solzhenitsyn,Male,Europe,Eastern Europe,Culture,Culture-core,writer,5825931,517.0,60
468272,Q172678,Samuel_L._Jackson,Male,America,Northern America,Culture,Culture-core,actor,19855032,518.0,50
2272771,Q9535,Shah_Rukh_Khan,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,film,25280976,519.0,42
1190224,Q34661,Gustav_Klimt,Male,Europe,Western Europe,Culture,Culture-core,painter,8648267,521.0,74
315660,Q160534,Jack_Kerouac,Male,America,Northern America,Culture,Culture-core,writer,5583994,523.0,77
