Unnamed: 0,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
1022469,Q29516,Theo_Walcott,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4186074,6722.0,19
1219781,Q359442,Bernie_Sanders,Male,America,Northern America,Leadership,Politics,politician,26809464,158.5,56
616407,Q19848,Lady_Gaga,Female,America,Northern America,Culture,Culture-core,singer,43217868,58.0,64
512927,Q180338,Christopher_Lee,Male,Europe,Western Europe,Culture,Culture-core,actor,11441520,339.5,54
1712986,Q5598,Rembrandt,Male,Europe,Western Europe,Culture,Culture-core,painter,9167747,153.0,103
97193,Q122020,Hilary_Duff,Female,America,Northern America,Culture,Culture-core,actor,13079689,361.0,55
2224308,Q82006,Benjamin_Disraeli,Male,Europe,Western Europe,Leadership,Politics,politician,3085373,816.0,65
1636374,Q539,Giuseppe_Garibaldi,Male,Europe,Southern Europe,Leadership,Politics,politician,6166255,331.0,65
1453426,Q47906,Hermann_Göring,Male,Europe,Western Europe,Leadership,Politics,politician,12393140,615.0,43
2274524,Q9582,Gerald_Ford,Male,America,Northern America,Leadership,Politics,politician,15087941,232.0,53
200345,Q147989,Joaquín_Balaguer,Male,America,Caribbean,Leadership,Administration/Law,lawyer,1306893,8112.0,24
556371,Q187125,Hristo_Stoichkov,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,3020286,6801.0,19
208981,Q15031,Xi_Jinping,Male,Asia,Eastern Asia,Leadership,Politics,politician,18411732,691.0,39
1464129,Q483629,Marco_van_Basten,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4616373,3438.5,24
1230565,Q36301,Anne_Hathaway,Female,America,Northern America,Culture,Culture-core,actor,26827990,260.0,64
1312223,Q39931,Pierre-Auguste_Renoir,Male,Europe,Western Europe,Culture,Culture-core,painter,5411180,512.5,90
896781,Q266613,Wayne_Rooney,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,20643452,1211.5,32
81323,Q11813,James_Madison,Male,America,Northern America,Leadership,Politics,politician,6516815,491.0,51
473484,Q173139,George_Weah,Male,Africa,West Africa,Sports/Games,Sports/Games,football,7513946,5417.5,20
878588,Q261534,Diego_Forlán,Male,America,South America,Sports/Games,Sports/Games,football,5767276,3684.0,23
887719,Q2632,Ringo_Starr,Male,Europe,Western Europe,Culture,Culture-core,actor,14092724,195.0,64
1056883,Q30449,Avril_Lavigne,Female,America,Northern America,Culture,Culture-core,singer,21935148,269.0,48
1310656,Q39792,Jack_Nicholson,Male,America,Northern America,Culture,Culture-core,actor,20423836,289.0,52
2140022,Q76,Barack_Obama,Male,America,Northern America,Leadership,Politics,politician,75101432,1.0,117
2232145,Q8442,Otto_von_Bismarck,Male,Europe,Western Europe,Leadership,Politics,politician,13415346,190.0,55
779469,Q23215,Adele,Female,Europe,Western Europe,Culture,Culture-core,singer,40407504,160.0,57
112797,Q125121,Aretha_Franklin,Female,America,Northern America,Culture,Culture-core,singer,17415844,299.0,59
436992,Q169098,Frank_Rijkaard,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3707415,5895.0,20
1033634,Q298180,Simone_Veil,Female,Europe,Western Europe,Leadership,Politics,politician,4726267,1327.0,48
1231859,Q363717,Jonah_Lomu,Male,Oceania,Oceania Western World,Sports/Games,Sports/Games,player,5673631,5312.0,22
24573,Q10390,John_McCain,Male,America,Northern America,Leadership,Politics,politician,22743174,179.0,54
1384924,Q455462,Antoine_Griezmann,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,28158780,3437.0,23
1710992,Q5593,Pablo_Picasso,Male,Europe,Southern Europe,Culture,Culture-core,painter,36702848,18.5,125
1030710,Q297,Diego_Velázquez,Male,Europe,Southern Europe,Culture,Culture-core,painter,4905916,367.0,81
1463640,Q483309,Sergio_Ramos,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,16603204,3473.0,23
1263736,Q37693,Paul_Gauguin,Male,Europe,Western Europe,Culture,Culture-core,painter,7208238,243.0,98
2291069,Q9960,Ronald_Reagan,Male,America,Northern America,Culture,Culture-core,actor,37631824,20.0,81
542064,Q185389,Dennis_Bergkamp,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3946595,6610.5,19
222128,Q152384,Joan_Miró,Male,Europe,Southern Europe,Culture,Culture-core,painter,4624757,505.0,85
2212954,Q80306,Giorgio_Chiellini,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,4673662,6592.5,19
2258709,Q9204,C._S._Lewis,Male,Europe,Western Europe,Culture,Culture-core,writer,7198677,452.0,67
1475485,Q48892,Didier_Drogba,Male,Africa,West Africa,Sports/Games,Sports/Games,football,11534931,1581.0,30
1250573,Q37327,Samuel_Beckett,Male,Europe,Western Europe,Culture,Culture-core,writer,4916130,368.0,99
2062648,Q7197,Simone_de_Beauvoir,Female,Europe,Western Europe,Culture,Culture-core,writer,7392551,382.0,66
1162839,Q336046,Robert_Badinter,Male,Europe,Western Europe,Leadership,Administration/Law,lawyer,1068243,6560.0,35
1087080,Q312782,Bob_Woodward,Male,America,Northern America,Culture,Culture-periphery,journalist,2505903,6076.0,25
128533,Q128985,Harold_Macmillan,Male,Europe,Western Europe,Leadership,Politics,politician,3773232,1198.0,42
1463208,Q483137,Petr_Čech,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6145930,4799.0,21
171403,Q1394,Vladimir_Lenin,Male,Europe,Eastern Europe,Leadership,Politics,politician,31005576,29.5,78
855704,Q25310,Robert_F._Kennedy,Male,America,Northern America,Leadership,Administration/Law,lawyer,13361929,396.0,61
1387362,Q45765,Jack_London,Male,America,Northern America,Culture,Culture-core,writer,6958804,352.0,78
2278347,Q9640,Lyndon_B._Johnson,Male,America,Northern America,Leadership,Politics,politician,18026520,140.0,58
432192,Q168707,Pliny_the_Younger,Male,Europe,Southern Europe,Leadership,Administration/Law,lawyer,1545006,2984.5,35
1187849,Q34436,Scarlett_Johansson,Female,America,Northern America,Culture,Culture-core,actor,47599048,143.0,58
70489,Q11613,Harry_S._Truman,Male,America,Northern America,Leadership,Politics,politician,15703522,115.0,65
1528625,Q50600,Carlos_Tevez,Male,America,South America,Sports/Games,Sports/Games,football,8070274,6131.5,19
186478,Q144622,Phil_Collins,Male,Europe,Western Europe,Culture,Culture-core,actor,15028505,334.5,56
530253,Q182609,Jacques_Rogge,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,434735,14066.0,19
28913,Q104506,Björn_Borg,Male,Europe,Northern Europe,Sports/Games,Sports/Games,player,7330016,1525.0,32
1078682,Q310383,Chris_Hoy,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,799621,11802.0,18
1012444,Q29179,Francisco_Franco,Male,Europe,Southern Europe,Leadership,Politics,politician,15498197,218.0,53
1611692,Q531814,Kaká,Male,America,South America,Sports/Games,Sports/Games,football,13717461,2384.0,26
648555,Q202765,Kate_Winslet,Female,Europe,Western Europe,Culture,Culture-core,actor,25842132,321.0,48
39381,Q10738,Dwayne_Johnson,Male,America,Northern America,Culture,Culture-core,actor,66736868,292.0,52
1321902,Q40912,Frank_Sinatra,Male,America,Northern America,Culture,Culture-core,actor,27605594,82.5,80
315907,Q160554,Muhammad_Ali_Jinnah,Male,Asia,South Asia incl. Indian Peninsula,Leadership,Politics,politician,6091787,1189.0,35
2262079,Q927916,Jim_Brown,Male,America,Northern America,Sports/Games,Sports/Games,football,3487982,5009.0,28
1464411,Q483837,Luka_Modrić,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,16984692,5918.0,19
2161361,Q7747,Vladimir_Putin,Male,Europe,Eastern Europe,Leadership,Politics,politician,59589240,154.0,51
88998,Q119562,Sergio_Agüero,Male,America,South America,Sports/Games,Sports/Games,football,11905227,3520.0,23
1059818,Q3052772,Emmanuel_Macron,Male,Europe,Western Europe,Leadership,Politics,politician,34336912,461.0,41
577097,Q1912,Karim_Benzema,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,15300879,3010.0,24
1370399,Q444,Lech_Wałęsa,Male,Europe,Eastern Europe,Leadership,Politics,politician,4626105,801.5,46
118296,Q1267,Dag_Hammarskjöld,Male,Europe,Northern Europe,Leadership,Politics,politician,2533233,1331.0,55
1392792,Q4636,Barbra_Streisand,Female,America,Northern America,Culture,Culture-core,actor,15089431,210.0,67
1345594,Q42731,Fernando_Torres,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,14701657,3032.0,24
506253,Q178649,Romário,Male,America,South America,Sports/Games,Sports/Games,football,5867445,4275.5,22
1557947,Q5152,Mustafa_Kemal_Atatürk,Male,Asia,Western Asia (Middle East Caucasus),Leadership,Politics,politician,14967038,282.0,48
1185938,Q34389,Whitney_Houston,Female,America,Northern America,Culture,Culture-core,singer,25009546,193.5,55
22811,Q103756,Eddy_Merckx,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,2627863,3886.0,24
1462730,Q482931,Ferenc_Puskás,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,4056069,2336.0,28
1798325,Q5928,Jimi_Hendrix,Male,America,Northern America,Culture,Culture-core,singer,21805878,106.0,69
91554,Q12003,Cher,Female,America,Northern America,Culture,Culture-core,actor,22770646,155.0,60
2066259,Q7241,Rabindranath_Tagore,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,painter,12684092,166.0,98
1240725,Q368441,James_Rodríguez,Male,America,South America,Sports/Games,Sports/Games,football,16811824,5184.0,20
1437140,Q47526,Zico,Male,America,South America,Sports/Games,Sports/Games,football,3945929,3936.0,23
2234776,Q8605,Simón_Bolívar,Male,America,South America,Leadership,Politics,politician,16298586,207.0,53
128762,Q129027,Paul_Pogba,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,24979156,2191.0,27
531491,Q183058,Alan_Dershowitz,Male,America,Northern America,Leadership,Administration/Law,lawyer,3021115,8286.0,24
1323715,Q41117,Kim_Il-sung,Male,Asia,Eastern Asia,Leadership,Politics,politician,11708024,538.0,44
180793,Q14286,Chris_Evert,Female,America,Northern America,Sports/Games,Sports/Games,player,3442653,2625.0,28
1176973,Q34012,Marlon_Brando,Male,America,Northern America,Culture,Culture-core,actor,22819020,112.0,65
1369284,Q44279,Oliver_Cromwell,Male,Europe,Western Europe,Leadership,Politics,politician,10699478,432.0,52
1323904,Q41142,Jane_Fonda,Female,America,Northern America,Culture,Culture-core,actor,18300528,296.0,67
1177736,Q34086,Justin_Bieber,Male,America,Northern America,Culture,Culture-core,singer,54860564,127.0,58
1369538,Q44301,Jim_Morrison,Male,America,Northern America,Culture,Culture-core,singer,15164692,293.0,51
1372591,Q4457,Franz_Beckenbauer,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5836334,1295.0,34
1306166,Q39444,Ronaldinho,Male,America,South America,Sports/Games,Sports/Games,football,31681220,789.0,36
85659,Q11891,James_K._Polk,Male,America,Northern America,Leadership,Politics,politician,3965534,1244.0,36
771434,Q230299,Nellie_Bly,Female,America,Northern America,Culture,Culture-periphery,journalist,1955699,4761.5,27
1273437,Q38082,Lewis_Carroll,Male,Europe,Western Europe,Culture,Culture-core,writer,7721365,332.0,120
2229445,Q83106,Jürgen_Klopp,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10884593,5168.0,21
1301656,Q39212,John_Steinbeck,Male,America,Northern America,Culture,Culture-core,writer,6073543,438.0,76
136680,Q13133,Michelle_Obama,Female,America,Northern America,Leadership,Administration/Law,lawyer,16518857,525.0,47
1229903,Q36268,Brigitte_Bardot,Female,Europe,Western Europe,Culture,Culture-core,actor,10449316,364.0,53
37676,Q10664,Neville_Chamberlain,Male,Europe,Western Europe,Leadership,Politics,politician,5540443,660.5,52
1464114,Q483583,Alan_Shearer,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5185562,5580.0,20
708354,Q2124,Valéry_Giscard_d'Estaing,Male,Europe,Western Europe,Leadership,Politics,politician,4295470,670.0,55
68947,Q11578,Venus_Williams,Female,America,Northern America,Sports/Games,Sports/Games,player,12782145,2431.5,26
1321971,Q40933,Eva_Perón,Female,America,South America,Leadership,Politics,politician,9927429,729.0,39
54187,Q11124,Stephen_Breyer,Male,America,Northern America,Leadership,Administration/Law,lawyer,2252989,7659.0,36
1331621,Q41749,Joseph_Goebbels,Male,Europe,Western Europe,Leadership,Politics,politician,15918274,349.0,47
642714,Q20110,Francesco_Totti,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,13566129,2978.0,24
133243,Q130311,George_Michael,Male,Europe,Western Europe,Culture,Culture-core,singer,14888958,314.0,53
1313032,Q40026,Sylvester_Stallone,Male,America,Northern America,Culture,Culture-core,actor,55005928,250.0,53
224657,Q152871,Karl-Heinz_Rummenigge,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2348668,6459.0,20
1470641,Q487459,Arda_Turan,Male,Asia,Western Asia (Middle East Caucasus),Sports/Games,Sports/Games,football,7098171,5015.0,21
244290,Q154708,Shinji_Kagawa,Male,Asia,Eastern Asia,Sports/Games,Sports/Games,football,5016560,5066.0,21
587949,Q1936,Djibril_Cissé,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3465596,6277.0,20
1181741,Q34296,Woodrow_Wilson,Male,America,Northern America,Leadership,Politics,politician,10757202,148.0,85
493134,Q17500,Xavi,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,8966486,4539.0,21
215510,Q151034,Kevin-Prince_Boateng,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6678056,5930.0,20
2233842,Q855,Joseph_Stalin,Male,Europe,Eastern Europe,Leadership,Politics,politician,47494224,29.5,75
1777925,Q5812,Novak_Djokovic,Male,Europe,Southern Europe,Sports/Games,Sports/Games,player,27630500,606.0,38
217738,Q151269,Robert_Lewandowski,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,18579290,3093.5,24
1022148,Q294931,William_Randolph_Hearst,Male,America,Northern America,Culture,Culture-periphery,journalist,3879093,2575.0,38
494133,Q17515,Diego_Maradona,Male,America,South America,Sports/Games,Sports/Games,football,24206148,223.0,50
1704983,Q5577,Salvador_Dalí,Male,Europe,Southern Europe,Culture,Culture-core,painter,22196088,38.0,113
2234902,Q8612,Andrew_Johnson,Male,America,Northern America,Leadership,Politics,politician,5997084,685.0,43
1416557,Q47152,Mary_Shelley,Female,Europe,Western Europe,Culture,Culture-core,writer,7444854,253.0,82
570748,Q189490,Jennifer_Lawrence,Female,America,Northern America,Culture,Culture-core,actor,44577104,230.0,54
578554,Q1918,Franck_Ribéry,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10318235,2244.5,27
2256732,Q9161,Josip_Broz_Tito,Male,Europe,Western Europe,Leadership,Politics,politician,8659316,379.0,51
1349726,Q42992,Golda_Meir,Female,Europe,Western Europe,Leadership,Politics,politician,3847728,1176.0,42
748067,Q221908,Yannick_Noah,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,2253115,3562.0,29
2066818,Q7245,Mark_Twain,Male,America,Northern America,Culture,Culture-core,writer,13311106,110.0,107
1310970,Q39829,Stephen_King,Male,America,Northern America,Culture,Culture-core,writer,28418496,90.0,77
129782,Q12927,Marine_Le_Pen,Female,Europe,Western Europe,Leadership,Politics,politician,11553665,1196.0,33
852505,Q2518,Helmut_Kohl,Male,Europe,Western Europe,Leadership,Politics,politician,6406890,612.0,48
851947,Q2516,Helmut_Schmidt,Male,Europe,Western Europe,Leadership,Politics,politician,5006873,908.0,45
395882,Q165792,Edmund_Burke,Male,Europe,Western Europe,Leadership,Politics,politician,2853973,1089.5,59
1052293,Q303,Elvis_Presley,Male,America,Northern America,Culture,Culture-core,actor,46304640,10.0,97
88705,Q11948,Michael_Ballack,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4454561,2804.0,26
1301568,Q392,Bob_Dylan,Male,America,Northern America,Culture,Culture-core,singer,25598754,35.0,112
2264806,Q93330,Juan_Perón,Male,America,South America,Leadership,Politics,politician,6559416,1027.0,37
1858032,Q615,Lionel_Messi,Male,America,South America,Sports/Games,Sports/Games,football,100513392,88.0,59
589436,Q1939,Nicolas_Anelka,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4875599,5676.0,20
483292,Q173972,Ruud_Gullit,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4727408,1858.0,32
2230132,Q83287,Selena_Gomez,Female,America,Northern America,Culture,Culture-core,singer,45699548,95.0,63
1188040,Q34453,Boris_Yeltsin,Male,Europe,Eastern Europe,Leadership,Politics,politician,11239112,564.0,43
1441239,Q47576,Arsène_Wenger,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,11313981,3575.0,23
1321791,Q409,Bob_Marley,Male,America,Caribbean,Culture,Culture-core,singer,33565436,124.0,78
844149,Q24829,Orson_Welles,Male,America,Northern America,Culture,Culture-core,actor,9545742,213.5,102
580191,Q192671,Arturo_Vidal,Male,America,South America,Sports/Games,Sports/Games,football,8390194,6238.0,19
128584,Q128995,Anthony_Eden,Male,Europe,Western Europe,Leadership,Politics,politician,9800790,644.0,53
747255,Q221454,René_Lacoste,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,1124533,5537.5,27
588434,Q193625,Marcel_Desailly,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2132301,4914.0,23
2151298,Q765165,Leonid_Brezhnev,Male,Europe,Eastern Europe,Leadership,Politics,politician,10456734,404.5,48
547896,Q186317,Stieg_Larsson,Male,Europe,Northern Europe,Culture,Culture-periphery,journalist,4257433,2122.0,44
1361903,Q43723,Benjamin_Netanyahu,Male,Asia,Western Asia (Middle East Caucasus),Leadership,Politics,politician,8530225,248.0,66
127697,Q128829,Michael_Owen,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6601112,2653.0,26
575760,Q1907,Hugo_Lloris,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5480446,6515.5,19
1463365,Q483203,Sting_(musician),Male,Europe,Western Europe,Culture,Culture-core,actor,14396473,325.5,75
1747348,Q5686,Charles_Dickens,Male,Europe,Western Europe,Culture,Culture-core,writer,16847468,54.0,107
1320204,Q40715,Jennifer_Lopez,Female,America,Northern America,Culture,Culture-core,actor,20264552,139.0,61
1361984,Q43729,Andrés_Iniesta,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,16624105,2367.0,26
69139,Q11584,Iker_Casillas,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,11884776,3476.0,23
1334657,Q42013,Anwar_Sadat,Male,Africa,North Africa,Leadership,Politics,politician,4629374,1078.0,40
1240724,Q36844,Rihanna,Female,America,Caribbean,Culture,Culture-core,singer,39925984,76.5,66
757192,Q2263,Tom_Hanks,Male,America,Northern America,Culture,Culture-core,actor,17146252,188.0,69
678191,Q208104,Xabi_Alonso,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6265810,4715.0,21
245355,Q15488345,Neil_Gorsuch,Male,America,Northern America,Leadership,Administration/Law,lawyer,6227850,8121.0,21
2274899,Q9588,Richard_Nixon,Male,America,Northern America,Leadership,Politics,politician,26558856,116.0,59
1157030,Q33391,Leon_Trotsky,Male,Europe,Eastern Europe,Leadership,Politics,politician,17509540,146.0,60
539055,Q184177,Thomas_Vermaelen,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3240286,6282.5,20
1743908,Q5673,Hans_Christian_Andersen,Male,Europe,Northern Europe,Culture,Culture-core,writer,10792641,132.0,99
2199326,Q79983,José_Mourinho,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,19788288,1174.0,33
1077967,Q310288,Bjarne_Riis,Male,Europe,Northern Europe,Sports/Games,Sports/Games,sport,428601,13982.0,20
1257947,Q37571,Jackson_Pollock,Male,America,Northern America,Culture,Culture-core,painter,7232313,516.0,67
446378,Q16977,Deng_Xiaoping,Male,Asia,Eastern Asia,Leadership,Politics,politician,7022686,774.0,40
1346345,Q42786,Audrey_Hepburn,Female,Europe,Western Europe,Culture,Culture-core,actor,30709368,158.5,65
1202207,Q35236,Herbert_Hoover,Male,America,Northern America,Leadership,Politics,politician,7534686,338.0,60
362561,Q162269,Jefferson_Davis,Male,America,Northern America,Leadership,Politics,politician,5528011,835.0,47
1992624,Q68060,Gianluigi_Buffon,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,26255976,2043.0,27
851778,Q25144,Kevin_Spacey,Male,America,Northern America,Culture,Culture-core,actor,26273686,262.0,67
999342,Q289428,Ida_B._Wells,Female,America,Northern America,Culture,Culture-periphery,journalist,2130785,4585.0,29
1340076,Q4235,Miley_Cyrus,Female,America,Northern America,Culture,Culture-core,singer,33276424,170.0,54
565611,Q188197,Fabian_Cancellara,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,1306690,7605.5,20
1327982,Q41513,William_Blake,Male,Europe,Western Europe,Culture,Culture-core,painter,6157788,391.0,113
1189560,Q34597,James_A._Garfield,Male,America,Northern America,Leadership,Politics,politician,5649964,765.0,43
479721,Q173633,Monica_Seles,Female,Europe,Southern Europe,Sports/Games,Sports/Games,player,3562680,2426.0,29
462917,Q17158,Carles_Puyol,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,5259308,5505.0,20
384770,Q16474,John_McEnroe,Male,America,Northern America,Sports/Games,Sports/Games,player,7802784,2398.0,27
1216934,Q357984,Kevin_De_Bruyne,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10920143,4852.5,21
150138,Q134976,Lukas_Podolski,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,9023994,1310.5,33
2214170,Q80471,Miroslav_Klose,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8121876,4555.0,21
28718,Q104454,Mario_Götze,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8344507,4202.0,22
1009757,Q2908,Antoine_de_Saint-Exupéry,Male,Europe,Western Europe,Culture,Culture-core,writer,8190600,376.0,76
1342303,Q42511,H._G._Wells,Male,Europe,Western Europe,Culture,Culture-core,writer,6543175,317.5,84
384003,Q164546,Alfredo_Di_Stéfano,Male,America,South America,Sports/Games,Sports/Games,football,4401653,5572.0,20
1239261,Q36740,Aung_San_Suu_Kyi,Female,Asia,SouthEast Asia,Leadership,Politics,politician,9101234,424.0,48
1201823,Q352,Adolf_Hitler,Male,Europe,Western Europe,Leadership,Politics,politician,97209664,4.0,91
114234,Q1255625,Samuel_Eto'o,Male,Africa,Central Africa,Sports/Games,Sports/Games,football,10651535,2019.0,28
132496,Q13002,Paul_Gascoigne,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4329942,3654.0,25
2148302,Q76334,Boris_Becker,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,6707517,1316.0,35
257276,Q157,François_Hollande,Male,Europe,Western Europe,Leadership,Politics,politician,8444835,414.0,48
39360,Q107365,Manuel_Neuer,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,11538500,2743.0,25
1259610,Q376247,Dimitri_Payet,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,9354699,6601.0,19
1369502,Q44298,Bastian_Schweinsteiger,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,12062303,4067.0,22
229578,Q1541,Cicero,Male,Europe,Southern Europe,Leadership,Administration/Law,lawyer,9860713,239.0,59
57874,Q11256,Fidel_Castro,Male,America,Caribbean,Leadership,Politics,politician,33439336,50.0,71
81474,Q11815,James_Monroe,Male,America,Northern America,Leadership,Politics,politician,4065693,894.0,43
650670,Q2038,François_Mitterrand,Male,Europe,Western Europe,Leadership,Politics,politician,5079709,470.0,58
1198419,Q35041,William_McKinley,Male,America,Northern America,Leadership,Politics,politician,7023492,724.0,41
64501,Q11459,Serena_Williams,Female,America,Northern America,Sports/Games,Sports/Games,player,28785064,891.5,35
1081387,Q310953,Bill_O'Reilly_(political_commentator),Male,America,Northern America,Culture,Culture-periphery,journalist,4330282,4571.0,30
382189,Q163974,Rafael_van_der_Vaart,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3719938,6036.0,20
1254078,Q37459,Nicole_Kidman,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,28737372,199.0,55
