,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
1254078,Q37459,Nicole_Kidman,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,28737372,199.0,55
1343316,Q42574,James_Cameron,Male,America,Northern America,Culture,Culture-core,film,14933231,201.0,81
1323935,Q41148,Martin_Scorsese,Male,America,Northern America,Culture,Culture-core,film,15382712,202.0,64
1392792,Q4636,Barbra_Streisand,Female,America,Northern America,Culture,Culture-core,actor,15089431,210.0,67
844149,Q24829,Orson_Welles,Male,America,Northern America,Culture,Culture-core,actor,9545742,213.5,102
91271,Q11998,Kylie_Minogue,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,12752900,213.5,58
1301865,Q3925,Grace_Kelly,Female,America,Northern America,Culture,Culture-core,actor,19176164,215.0,63
382174,Q16397,Bruce_Lee,Male,Asia,Eastern Asia,Culture,Culture-core,film,44238672,216.0,53
1391016,Q4612,Marlene_Dietrich,Female,Europe,Western Europe,Culture,Culture-core,actor,8661559,217.0,73
1269264,Q37876,Natalie_Portman,Female,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,film,38012392,221.0,55
1682836,Q55400,Hayao_Miyazaki,Male,Asia,Eastern Asia,Culture,Culture-core,film,16016367,224.0,64
1324403,Q41173,Demi_Lovato,Female,America,Northern America,Culture,Culture-core,actor,32022980,226.5,51
570748,Q189490,Jennifer_Lawrence,Female,America,Northern America,Culture,Culture-core,actor,44577104,230.0,54
804003,Q23844,George_Clooney,Male,America,Northern America,Culture,Culture-core,film,25163792,235.0,60
1357078,Q43432,Justin_Timberlake,Male,America,Northern America,Culture,Culture-core,actor,26096052,238.0,54
901867,Q2680,Bruce_Willis,Male,America,Northern America,Culture,Culture-core,actor,25256764,242.0,60
71633,Q11637,Judy_Garland,Female,America,Northern America,Culture,Culture-core,actor,16683441,249.0,58
1313032,Q40026,Sylvester_Stallone,Male,America,Northern America,Culture,Culture-core,actor,55005928,250.0,53
1829549,Q6060,50_Cent,Male,America,Northern America,Culture,Culture-core,actor,19560162,259.0,56
1230565,Q36301,Anne_Hathaway,Female,America,Northern America,Culture,Culture-core,actor,26827990,260.0,64
1386903,Q4573,Sean_Connery,Male,Europe,Western Europe,Culture,Culture-core,actor,10209290,261.0,68
851778,Q25144,Kevin_Spacey,Male,America,Northern America,Culture,Culture-core,actor,26273686,262.0,67
220357,Q151892,Ariana_Grande,Female,America,Northern America,Culture,Culture-core,actor,66116360,264.0,51
1241795,Q36970,Jackie_Chan,Male,America,Northern America,Culture,Culture-core,film,37284252,267.5,49
1278028,Q38222,George_Lucas,Male,America,Northern America,Culture,Culture-core,film,12986692,270.0,59
1558247,Q51552,Roman_Polanski,Male,Europe,Eastern Europe,Culture,Culture-core,film,15810053,272.0,59
2201925,Q8006,Akira_Kurosawa,Male,Asia,Eastern Asia,Culture,Culture-core,film,6623622,273.0,73
1318493,Q40531,John_Wayne,Male,America,Northern America,Culture,Culture-core,actor,16600369,287.0,55
1310656,Q39792,Jack_Nicholson,Male,America,Northern America,Culture,Culture-core,actor,20423836,289.0,52
39381,Q10738,Dwayne_Johnson,Male,America,Northern America,Culture,Culture-core,actor,66736868,292.0,52
1333651,Q41871,Paul_Newman,Male,America,Northern America,Culture,Culture-core,film,14730417,294.0,59
1323904,Q41142,Jane_Fonda,Female,America,Northern America,Culture,Culture-core,actor,18300528,296.0,67
2222334,Q81328,Harrison_Ford,Male,America,Northern America,Culture,Culture-core,actor,31099748,302.0,51
2221843,Q80966,Cate_Blanchett,Female,Oceania,Oceania Western World,Culture,Culture-core,film,21203702,303.0,50
1836618,Q6096,Snoop_Dogg,Male,America,Northern America,Culture,Culture-core,actor,25825310,306.0,56
2136221,Q7546,Ingmar_Bergman,Male,Europe,Northern Europe,Culture,Culture-core,film,5938021,308.0,82
95946,Q121507,Alicia_Keys,Female,America,Northern America,Culture,Culture-core,actor,14238101,312.0,56
504629,Q1779,Louis_Armstrong,Male,America,Northern America,Culture,Culture-core,actor,9332318,313.0,82
648555,Q202765,Kate_Winslet,Female,Europe,Western Europe,Culture,Culture-core,actor,25842132,321.0,48
1324197,Q41163,Al_Pacino,Male,America,Northern America,Culture,Culture-core,film,25492572,323.5,50
1366427,Q44063,Reese_Witherspoon,Female,America,Northern America,Culture,Culture-core,actor,22611066,323.5,54
1463365,Q483203,Sting_(musician),Male,Europe,Western Europe,Culture,Culture-core,actor,14396473,325.5,75
1245123,Q37079,Tom_Cruise,Male,America,Northern America,Culture,Culture-core,actor,54546640,328.0,53
1314149,Q40096,Will_Smith,Male,America,Northern America,Culture,Culture-core,actor,41485096,333.0,52
186478,Q144622,Phil_Collins,Male,Europe,Western Europe,Culture,Culture-core,actor,15028505,334.5,56
512927,Q180338,Christopher_Lee,Male,Europe,Western Europe,Culture,Culture-core,actor,11441520,339.5,54
1335472,Q42101,Denzel_Washington,Male,America,Northern America,Culture,Culture-core,film,23121016,348.0,57
513956,Q180560,Philip_Seymour_Hoffman,Male,America,Northern America,Culture,Culture-core,film,13456075,354.0,55
1353014,Q43252,Sophia_Loren,Female,Europe,Southern Europe,Culture,Culture-core,actor,13752516,359.0,55
97193,Q122020,Hilary_Duff,Female,America,Northern America,Culture,Culture-core,actor,13079689,361.0,55
1229903,Q36268,Brigitte_Bardot,Female,Europe,Western Europe,Culture,Culture-core,actor,10449316,364.0,53
1958102,Q65932,Anthony_Hopkins,Male,Europe,Western Europe,Culture,Culture-core,film,17601660,365.0,53
666754,Q2071,David_Lynch,Male,America,Northern America,Culture,Culture-core,film,11983397,374.0,63
496157,Q175535,Matt_Damon,Male,America,Northern America,Culture,Culture-core,actor,28405624,387.0,50
1318480,Q40523,Julia_Roberts,Female,America,Northern America,Culture,Culture-core,actor,29912250,388.0,48
124054,Q128121,Mick_Jagger,Male,Europe,Western Europe,Culture,Culture-core,actor,17741418,394.0,61
1318386,Q40475,Joan_Crawford,Female,America,Northern America,Culture,Culture-core,actor,10517725,395.0,63
46707,Q108941,Carrie_Fisher,Female,America,Northern America,Culture,Culture-core,actor,40670532,401.0,55
1463161,Q483118,Ben_Affleck,Male,America,Northern America,Culture,Culture-core,actor,32546694,404.5,47
2230866,Q83492,Gary_Oldman,Male,Europe,Western Europe,Culture,Culture-core,actor,21630746,406.0,46
1713439,Q56008,Tim_Burton,Male,America,Northern America,Culture,Culture-core,film,16963988,427.0,52
1453186,Q47899,Paris_Hilton,Female,America,Northern America,Culture,Culture-core,actor,16088814,431.0,50
382046,Q16390,Humphrey_Bogart,Male,America,Northern America,Culture,Culture-core,actor,9302969,443.0,66
1368662,Q44221,Sean_Penn,Male,America,Northern America,Culture,Culture-core,actor,17771638,448.0,52
3866,Q102642,Diane_Keaton,Female,America,Northern America,Culture,Culture-core,actor,11371001,454.0,54
37146,Q106529,Alain_Delon,Male,Europe,Western Europe,Culture,Culture-core,actor,12022364,462.0,67
1309463,Q39666,Penélope_Cruz,Female,Europe,Southern Europe,Culture,Culture-core,actor,18596932,464.0,47
2230340,Q83359,James_Dean,Male,America,Northern America,Culture,Culture-core,actor,16344816,466.0,58
2230530,Q83410,Cary_Grant,Male,Europe,Western Europe,Culture,Culture-core,actor,11547543,467.0,57
1343404,Q42581,Keira_Knightley,Female,Europe,Western Europe,Culture,Culture-core,actor,26432720,472.0,49
1463725,Q48337,Morgan_Freeman,Male,America,Northern America,Culture,Culture-core,film,25726132,476.0,48
2105743,Q7371,Federico_Fellini,Male,Europe,Southern Europe,Culture,Culture-core,film,4740691,477.0,83
1126854,Q32522,Jennifer_Aniston,Female,America,Northern America,Culture,Culture-core,actor,45121032,478.0,43
1347471,Q42869,Nicolas_Cage,Male,America,Northern America,Culture,Culture-core,actor,24965926,480.0,49
130328,Q129429,Vivien_Leigh,Female,Europe,Western Europe,Culture,Culture-core,actor,8716370,481.0,58
1188200,Q34460,Gwyneth_Paltrow,Female,America,Northern America,Culture,Culture-core,actor,8952103,487.0,56
1195725,Q349391,Helen_Mirren,Female,Europe,Western Europe,Culture,Culture-core,actor,12099191,489.0,50
3195,Q102462,James_Stewart,Male,America,Northern America,Culture,Culture-core,actor,9728030,492.0,51
1673002,Q55245,Laurence_Olivier,Male,Europe,Western Europe,Culture,Culture-core,actor,6079379,493.0,75
1647608,Q5443,Greta_Garbo,Female,Europe,Northern Europe,Culture,Culture-core,actor,5638019,496.0,68
1445818,Q47664,Catherine_Zeta-Jones,Female,Europe,Western Europe,Culture,Culture-core,actor,17340570,501.0,51
1345753,Q42745,Rita_Hayworth,Female,America,Northern America,Culture,Culture-core,actor,8030331,506.0,59
105126,Q123351,Michael_Caine,Male,Europe,Western Europe,Culture,Culture-core,actor,13206836,511.0,48
1349046,Q42930,Dustin_Hoffman,Male,America,Northern America,Culture,Culture-core,actor,11506069,514.0,50
141151,Q133050,Susan_Sarandon,Female,America,Northern America,Culture,Culture-core,actor,12494036,515.0,56
468272,Q172678,Samuel_L._Jackson,Male,America,Northern America,Culture,Culture-core,actor,19855032,518.0,50
2272771,Q9535,Shah_Rukh_Khan,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,film,25280976,519.0,42
851420,Q25120,Pier_Paolo_Pasolini,Male,Europe,Southern Europe,Culture,Culture-core,film,5659912,526.5,94
388766,Q165219,Robert_Downey_Jr.,Male,America,Northern America,Culture,Culture-core,actor,28017218,540.0,43
2213457,Q80405,Julianne_Moore,Female,America,Northern America,Culture,Culture-core,actor,14429252,542.0,43
853427,Q25191,Christopher_Nolan,Male,Europe,Western Europe,Culture,Culture-core,film,20110394,547.5,43
17447,Q1033016,Halle_Berry,Female,America,Northern America,Culture,Culture-core,actor,15729020,550.0,46
90342,Q119798,Michael_Douglas,Male,America,Northern America,Culture,Culture-core,actor,21408200,555.0,46
2077120,Q72984,Bing_Crosby,Male,America,Northern America,Culture,Culture-core,actor,7797410,559.0,69
26154,Q104000,Lauren_Bacall,Female,America,Northern America,Culture,Culture-core,actor,7292766,562.0,64
338775,Q161819,Julie_Andrews,Female,Europe,Western Europe,Culture,Culture-core,actor,13541508,563.0,50
574315,Q190386,Rachel_McAdams,Female,America,Northern America,Culture,Culture-core,actor,27829190,565.0,44
2221727,Q80938,John_Travolta,Male,America,Northern America,Culture,Culture-core,actor,11792199,566.5,53
1336999,Q42229,Mel_Gibson,Male,America,Northern America,Culture,Culture-core,film,25170756,571.5,42
36925,Q106481,Alan_Rickman,Male,Europe,Western Europe,Culture,Culture-core,actor,31206666,576.0,53
2039573,Q71243,Clark_Gable,Male,America,Northern America,Culture,Culture-core,actor,9288927,577.0,58
1318885,Q40572,Heath_Ledger,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,43243856,581.0,40
1320852,Q40791,Sandra_Bullock,Female,America,Northern America,Culture,Culture-core,actor,27362900,583.5,41
1275673,Q38119,Daniel_Radcliffe,Male,Europe,Western Europe,Culture,Culture-core,actor,28103054,585.0,42
136663,Q131324,Janet_Jackson,Female,America,Northern America,Culture,Culture-core,actor,11653590,589.0,45
1464981,Q484523,Jared_Leto,Male,America,Northern America,Culture,Culture-core,actor,27746296,593.0,45
198550,Q147077,Emma_Stone,Female,America,Northern America,Culture,Culture-core,actor,32055404,600.0,42
147386,Q134333,Roger_Moore,Male,Europe,Western Europe,Culture,Culture-core,actor,14810041,604.0,56
249929,Q155700,Chris_Brown,Male,America,Northern America,Culture,Culture-core,actor,16246388,608.0,50
1022146,Q294927,Jerry_Lewis,Male,America,Northern America,Culture,Culture-core,film,10804581,609.0,48
1796608,Q59215,Robert_Redford,Male,America,Northern America,Culture,Culture-core,actor,16089748,613.0,51
403308,Q166389,Daniel_Day-Lewis,Male,Europe,Western Europe,Culture,Culture-core,actor,16034840,614.0,43
185487,Q14441,Liza_Minnelli,Female,America,Northern America,Culture,Culture-core,actor,9947362,617.0,55
2219439,Q80739,Charlton_Heston,Male,America,Northern America,Culture,Culture-core,actor,8099652,618.5,59
548265,Q186327,Marilyn_Manson,Male,America,Northern America,Culture,Culture-core,actor,22143864,618.5,50
655219,Q205707,Bradley_Cooper,Male,America,Northern America,Culture,Culture-core,actor,32229998,620.0,39
951136,Q28054,Judi_Dench,Female,Europe,Western Europe,Culture,Culture-core,actor,10927716,622.0,45
1705783,Q55800,Oprah_Winfrey,Female,America,Northern America,Culture,Culture-core,actor,17804696,623.0,42
1232,Q100937,Fred_Astaire,Male,America,Northern America,Culture,Culture-core,actor,6224676,626.5,67
2222525,Q81520,Pierce_Brosnan,Male,Europe,Western Europe,Culture,Culture-core,actor,19104608,630.0,50
1794830,Q5912,Marcel_Duchamp,Male,Europe,Western Europe,Culture,Culture-core,actor,4511584,631.0,98
1307545,Q395274,Michael_J._Fox,Male,America,Northern America,Culture,Culture-core,actor,21823850,640.0,44
2202504,Q80069,Megan_Fox,Female,America,Northern America,Culture,Culture-core,actor,22289022,645.0,51
2244703,Q8927,Marion_Cotillard,Female,Europe,Western Europe,Culture,Culture-core,actor,16555256,646.0,44
220510,Q151973,Richard_Burton,Male,Europe,Western Europe,Culture,Culture-core,actor,6478183,647.0,67
479727,Q173637,Ice_Cube,Male,America,Northern America,Culture,Culture-core,actor,26075904,648.0,47
1376653,Q44903,Lindsay_Lohan,Female,America,Northern America,Culture,Culture-core,actor,18285636,649.5,42
589257,Q193815,Ryan_Gosling,Male,America,Northern America,Culture,Culture-core,actor,35357180,651.0,47
1373709,Q4465,Peter_Jackson,Male,Oceania,Oceania Western World,Culture,Culture-core,film,6502372,656.0,53
578276,Q19155,Henry_Fonda,Male,America,Northern America,Culture,Culture-core,actor,7155609,658.0,59
530199,Q182580,Shirley_Temple,Female,America,Northern America,Culture,Culture-core,actor,8803637,659.0,53
87988,Q11930,Kevin_Costner,Male,America,Northern America,Culture,Culture-core,actor,15406199,664.0,46
26299,Q104027,Kirk_Douglas,Male,America,Northern America,Culture,Culture-core,film,22812958,665.0,44
1479880,Q49001,Whoopi_Goldberg,Female,America,Northern America,Culture,Culture-core,actor,12179808,666.0,45
374871,Q16297,William_Shatner,Male,America,Northern America,Culture,Culture-core,actor,9554944,669.0,62
1356853,Q43416,Keanu_Reeves,Male,America,Northern America,Culture,Culture-core,actor,45462896,671.0,50
70678,Q11617,Aaliyah,Female,America,Northern America,Culture,Culture-core,actor,14729841,678.0,50
37051,Q106508,Gérard_Depardieu,Male,Europe,Western Europe,Culture,Culture-core,actor,8769646,679.0,50
1713381,Q56005,Ridley_Scott,Male,Europe,Western Europe,Culture,Culture-core,film,13299363,680.0,47
1670502,Q55171,Pedro_Almodóvar,Male,Europe,Southern Europe,Culture,Culture-core,film,5265792,686.0,61
432310,Q168724,Emma_Thompson,Female,Europe,Western Europe,Culture,Culture-core,actor,13440047,690.0,45
2302,Q101797,Winona_Ryder,Female,America,Northern America,Culture,Culture-core,actor,24781200,692.0,47
465371,Q171905,Jamie_Foxx,Male,America,Northern America,Culture,Culture-core,actor,13292519,695.0,53
131786,Q129817,Russell_Crowe,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,15215718,699.5,42
374811,Q16296,Patrick_Stewart,Male,Europe,Western Europe,Culture,Culture-core,actor,13005697,702.5,56
380391,Q16345,Leonard_Nimoy,Male,America,Northern America,Culture,Culture-core,actor,7669058,706.0,62
137156,Q131545,Harry_Houdini,Male,America,Northern America,Culture,Culture-core,actor,11527812,708.0,53
28309,Q104372,Doris_Day,Female,America,Northern America,Culture,Culture-core,actor,9473243,710.0,52
1326410,Q41351,Jodie_Foster,Female,America,Northern America,Culture,Culture-core,actor,17375932,713.0,40
532156,Q183337,David_Attenborough,Male,Europe,Western Europe,Culture,Culture-core,actor,10333720,716.0,63
1248006,Q372311,Glenn_Close,Female,America,Northern America,Culture,Culture-core,actor,6511688,718.0,53
453807,Q170510,Ian_McKellen,Male,Europe,Western Europe,Culture,Culture-core,actor,15904138,720.0,44
719684,Q215359,Dean_Martin,Male,America,Northern America,Culture,Culture-core,actor,10336066,722.0,60
1465912,Q485298,Gillian_Anderson,Female,America,Northern America,Culture,Culture-core,actor,12666889,728.0,52
1607523,Q53001,Jean-Luc_Godard,Male,Europe,Western Europe,Culture,Culture-core,film,4589739,731.0,69
24232,Q103876,Peter_O'Toole,Male,Europe,Western Europe,Culture,Culture-core,actor,5843467,735.0,53
1370194,Q44380,Cameron_Diaz,Female,America,Northern America,Culture,Culture-core,actor,24466282,737.0,47
43745,Q108366,Gregory_Peck,Male,America,Northern America,Culture,Culture-core,actor,8849409,743.0,54
1976544,Q676094,Drew_Barrymore,Female,America,Northern America,Culture,Culture-core,actor,18032794,744.0,44
25525,Q103949,Buster_Keaton,Male,America,Northern America,Culture,Culture-core,film,4666744,746.5,63
1465162,Q484615,Ethan_Hawke,Male,America,Northern America,Culture,Culture-core,actor,12114656,748.0,45
1064208,Q306403,James_Franco,Male,America,Northern America,Culture,Culture-core,actor,27398906,751.5,43
1460849,Q481832,Amy_Adams,Female,America,Northern America,Culture,Culture-core,actor,20613176,756.0,40
112462,Q125017,Uma_Thurman,Female,America,Northern America,Culture,Culture-core,actor,14806282,757.0,45
490852,Q174843,Jeff_Bridges,Male,America,Northern America,Culture,Culture-core,actor,11129006,760.0,53
1480447,Q49034,Hedy_Lamarr,Female,Europe,Western Europe,Culture,Culture-core,actor,15078303,769.0,47
2149607,Q76409,Charles_Bukowski,Male,Europe,Western Europe,Culture,Culture-core,actor,10258480,770.0,65
288172,Q159778,Michelle_Pfeiffer,Female,America,Northern America,Culture,Culture-core,actor,15692817,777.0,41
103802,Q123174,Vanessa_Hudgens,Female,America,Northern America,Culture,Culture-core,actor,16167664,781.0,43
2039888,Q71275,Spencer_Tracy,Male,America,Northern America,Culture,Culture-core,actor,4841263,786.0,54
1387437,Q45772,Christian_Bale,Male,Europe,Western Europe,Culture,Culture-core,actor,22130266,790.0,40
834646,Q244674,Benedict_Cumberbatch,Male,Europe,Western Europe,Culture,Culture-core,film,29405466,791.0,42
1684237,Q55415,Leni_Riefenstahl,Female,Europe,Western Europe,Culture,Culture-core,film,4157057,795.0,70
281213,Q159347,Steve_McQueen,Male,America,Northern America,Culture,Culture-core,actor,16328070,798.0,48
463778,Q171745,Jeremy_Irons,Male,Europe,Western Europe,Culture,Culture-core,actor,10352912,801.5,47
144176,Q133730,Lars_von_Trier,Male,Europe,Northern Europe,Culture,Culture-core,film,6360571,803.5,64
506469,Q178882,Kristen_Bell,Female,America,Northern America,Culture,Culture-core,actor,16959268,809.0,45
239783,Q1545,Cyndi_Lauper,Female,America,Northern America,Culture,Culture-core,actor,8871416,813.0,52
2268482,Q93957,Gary_Cooper,Male,America,Northern America,Culture,Culture-core,actor,5524969,820.0,49
736093,Q219124,Guillermo_del_Toro,Male,America,Central America,Culture,Culture-core,film,13963740,823.0,58
1350236,Q43044,Demi_Moore,Female,America,Northern America,Culture,Culture-core,film,19323190,825.0,51
2201068,Q80046,Charlize_Theron,Female,Africa,Southern Africa,Culture,Culture-core,actor,31995666,827.0,38
454530,Q170587,Tommy_Lee_Jones,Male,America,Northern America,Culture,Culture-core,actor,10621756,829.0,52
118003,Q126599,Kristen_Stewart,Female,America,Northern America,Culture,Culture-core,actor,27556548,831.0,39
575007,Q190523,Christopher_Plummer,Male,America,Northern America,Culture,Culture-core,actor,8913347,833.0,43
467978,Q172653,Maggie_Smith,Female,Europe,Western Europe,Culture,Culture-core,actor,12147313,839.0,39
587374,Q193426,Nancy_Reagan,Female,America,Northern America,Culture,Culture-core,actor,7496814,840.0,41
24494,Q103894,Alec_Guinness,Male,Europe,Western Europe,Culture,Culture-core,actor,6716119,843.0,54
479373,Q173585,Jessica_Lange,Female,America,Northern America,Culture,Culture-core,actor,13002511,844.0,43
2224736,Q82110,Steven_Seagal,Male,America,Northern America,Culture,Culture-core,actor,20286720,845.0,41
463681,Q171736,Robert_Duvall,Male,America,Northern America,Culture,Culture-core,actor,8449765,849.0,46
391737,Q165518,Ewan_McGregor,Male,Europe,Western Europe,Culture,Culture-core,actor,19739740,852.0,47
504783,Q177984,Peter_Sellers,Male,Europe,Western Europe,Culture,Culture-core,actor,5867704,856.0,52
2271697,Q95026,Shirley_MacLaine,Female,America,Northern America,Culture,Culture-core,actor,7436093,857.0,50
900245,Q2673,Chuck_Norris,Male,America,Northern America,Culture,Culture-core,actor,18070928,858.0,41
2230258,Q83325,Pamela_Anderson,Female,America,Northern America,Culture,Culture-core,actor,15883323,862.0,47
112752,Q125106,Salma_Hayek,Female,America,Central America,Culture,Culture-core,actor,20563556,863.0,47
453854,Q170515,Omar_Sharif,Male,Africa,North Africa,Culture,Culture-core,actor,9663561,864.0,53
406575,Q1666,Jacques_Brel,Male,Europe,Western Europe,Culture,Culture-core,actor,4378823,865.5,60
712794,Q213512,Bill_Cosby,Male,America,Northern America,Culture,Culture-core,actor,14110844,865.5,49
1384393,Q4547,Daniel_Craig,Male,Europe,Western Europe,Culture,Culture-core,actor,26466284,867.5,39
1833713,Q6078,Dr._Dre,Male,America,Northern America,Culture,Culture-core,actor,30462620,872.0,39
371350,Q162492,Colin_Firth,Male,Europe,Western Europe,Culture,Culture-core,actor,14561583,873.0,42
145735,Q134077,Rachel_Weisz,Female,Europe,Western Europe,Culture,Culture-core,actor,19194320,874.5,42
567032,Q188955,Matthew_McConaughey,Male,America,Northern America,Culture,Culture-core,actor,26058592,881.0,45
453084,Q170428,Helena_Bonham_Carter,Female,Europe,Western Europe,Culture,Culture-core,actor,17997792,887.0,42
454355,Q170572,Alec_Baldwin,Male,America,Northern America,Culture,Culture-core,actor,17319854,891.5,41
1557720,Q51489,M._Night_Shyamalan,Male,America,Northern America,Culture,Culture-core,film,11584680,895.0,47
2271815,Q95068,Olivia_de_Havilland,Female,America,Northern America,Culture,Culture-core,actor,8303523,896.0,42
973932,Q28493,Ralph_Fiennes,Male,Europe,Western Europe,Culture,Culture-core,actor,16980600,897.0,48
1558164,Q51545,Luis_Buñuel,Male,Europe,Southern Europe,Culture,Culture-core,film,3324707,902.0,75
473686,Q173158,Ben_Kingsley,Male,Europe,Western Europe,Culture,Culture-core,actor,10313761,903.5,45
2150247,Q76478,Kirsten_Dunst,Female,America,Northern America,Culture,Culture-core,actor,18727820,907.0,37
508411,Q179497,Oliver_Stone,Male,America,Northern America,Culture,Culture-core,film,6602812,909.0,49
2242472,Q8873,Satyajit_Ray,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,film,2625010,912.0,67
315640,Q160528,Burt_Lancaster,Male,America,Northern America,Culture,Culture-core,actor,5261856,916.5,54
36602,Q106418,Catherine_Deneuve,Female,Europe,Western Europe,Culture,Culture-core,actor,6441209,918.0,55
1072613,Q308840,Jean-Claude_Van_Damme,Male,Europe,Western Europe,Culture,Culture-core,actor,24274052,920.0,40
849506,Q25014,John_Cleese,Male,Europe,Western Europe,Culture,Culture-core,actor,6872795,933.0,52
139923,Q132616,Naomi_Watts,Female,Europe,Western Europe,Culture,Culture-core,actor,16317208,936.0,40
2767,Q102124,Sigourney_Weaver,Female,America,Northern America,Culture,Culture-core,actor,12161640,938.0,41
1913876,Q62975,Sharon_Stone,Female,America,Northern America,Culture,Culture-core,actor,12463290,940.5,40
1783447,Q58444,Liam_Neeson,Male,Europe,Western Europe,Culture,Culture-core,actor,28083884,946.0,43
27691,Q104266,Mel_Brooks,Male,America,Northern America,Culture,Culture-core,actor,8703651,958.0,57
797885,Q23760,Rowan_Atkinson,Male,Europe,Western Europe,Culture,Culture-core,actor,25505956,963.0,45
466311,Q172044,Jennifer_Garner,Female,America,Northern America,Culture,Culture-core,actor,17308172,965.0,43
314742,Q160432,Jude_Law,Male,Europe,Western Europe,Culture,Culture-core,actor,17620218,967.5,42
369315,Q162389,Tony_Curtis,Male,America,Northern America,Culture,Culture-core,actor,7374627,976.0,61
2274060,Q9570,Amitabh_Bachchan,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,actor,14309014,977.5,38
4956,Q102711,Dennis_Hopper,Male,America,Northern America,Culture,Culture-core,actor,5869852,977.5,72
566569,Q188772,Willem_Dafoe,Male,America,Northern America,Culture,Culture-core,actor,11150498,981.0,47
446885,Q1698,Serge_Gainsbourg,Male,Europe,Western Europe,Culture,Culture-core,actor,6238226,987.0,61
1465400,Q484779,Luc_Besson,Male,Europe,Western Europe,Culture,Culture-core,film,8306703,991.0,51
1480207,Q49017,Hugh_Laurie,Male,Europe,Western Europe,Culture,Culture-core,actor,10826560,993.0,44
2268976,Q94123,Jack_Lemmon,Male,America,Northern America,Culture,Culture-core,actor,5237979,995.0,49
